PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Pepiot,4.0,2,3,3,3,5,1,3.86
Bruihl,1.1,1,0,0,0,1,0,2.89
"White, M(W, 1-0)",1.1,1,2,1,1,3,1,4.82
"Vesia(H, 2)",0.1,1,0,0,0,1,0,2.70
"Phillips, E(H, 2)",1.0,0,0,0,1,1,0,3.14
"Kimbrel(S, 7)",1.0,1,1,1,1,3,0,3.38
,9.0,6,6,5,6,14,2,
