Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Kansas City Royals,MLB,April,69,55,6,7,1,0,1,5,14,7,0,0,0,.127,.304,.200,.504
Kansas City Royals,MLB,May,74,65,3,11,4,0,1,5,9,14,0,0,0,.169,.270,.277,.547
Seattle Mariners,MLB,June,11,9,1,1,0,0,0,0,2,3,0,0,0,.111,.273,.111,.384
Kansas City Royals,MLB,June,69,56,8,20,5,0,2,11,13,7,0,0,0,.357,.478,.554,1.032
Seattle Mariners,MLB,July,92,78,11,14,2,0,5,12,12,13,0,0,1,.179,.293,.397,.690
Seattle Mariners,MLB,August,82,71,7,13,3,0,3,10,9,16,0,0,1,.183,.280,.352,.632
Seattle Mariners,MLB,September,90,80,12,14,3,0,7,15,10,24,0,0,0,.175,.267,.475,.742
Seattle Mariners,MLB,October,19,17,4,7,0,0,0,2,2,4,0,0,0,.412,.474,.412,.886
Kansas City Royals,MLB,Pre All-Star,212,176,17,38,10,0,4,21,36,28,0,0,0,.216,.349,.341,.690
Seattle Mariners,MLB,Pre All-Star,69,58,11,13,1,0,4,8,10,13,0,0,1,.224,.348,.448,.796
Seattle Mariners,MLB,Post All-Star,225,197,24,36,7,0,11,31,25,47,0,0,1,.183,.276,.386,.662
