Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Toronto Blue Jays,MLB,First Inning,61,54,3,12,3,0,1,10,7,10,0,0,0,.222,.311,.333,.644
Toronto Blue Jays,MLB,Second Inning,63,55,16,19,2,0,2,4,7,9,0,0,1,.345,.429,.491,.920
Toronto Blue Jays,MLB,Third Inning,54,46,6,14,1,0,2,11,5,3,0,0,2,.304,.389,.457,.846
Toronto Blue Jays,MLB,Fourth Inning,65,56,5,18,2,0,1,4,8,7,0,0,0,.321,.400,.411,.811
Toronto Blue Jays,MLB,Fifth Inning,51,46,6,14,7,0,1,6,4,0,0,0,1,.304,.373,.522,.895
Toronto Blue Jays,MLB,Sixth Inning,72,65,7,18,1,0,2,9,7,11,0,0,0,.277,.347,.385,.732
Toronto Blue Jays,MLB,Seventh Inning,51,45,7,17,2,0,4,12,5,2,0,0,0,.378,.431,.689,1.120
Toronto Blue Jays,MLB,Eighth Inning,75,64,6,11,1,0,1,6,10,9,0,0,0,.172,.280,.234,.514
Toronto Blue Jays,MLB,Ninth Inning,43,36,2,11,0,0,0,1,7,7,0,0,0,.306,.419,.306,.725
Toronto Blue Jays,MLB,Extra Innings,6,3,1,0,0,0,0,0,3,0,0,0,0,.000,.500,.000,.500
