Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Toronto Blue Jays,MLB,Home Games,243,208,26,52,9,0,8,30,31,27,0,0,3,.250,.354,.409,.763
Toronto Blue Jays,MLB,Away Games,298,262,33,82,10,0,6,33,32,31,0,0,1,.313,.386,.420,.806
Toronto Blue Jays,MLB,Day Games,191,164,17,40,7,0,6,25,26,21,0,0,0,.244,.346,.396,.742
Toronto Blue Jays,MLB,Night Games,350,306,42,94,12,0,8,38,37,37,0,0,4,.307,.386,.425,.811
Toronto Blue Jays,MLB,Leading Off,133,117,,35,4,0,3,3,15,11,,,1,.299,.383,.410,.793
Toronto Blue Jays,MLB,Late / Close,65,55,,15,1,0,1,5,9,5,,,0,.273,.369,.345,.714
