Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2017,GCL Blue Jays,GCL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2018,Bluefield Blue Jays,APP,ROK,C,32,31,255.0,289,245,41,3,4,,.990
2018,Bluefield Blue Jays,APP,ROK,DH,25,25,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,C,85,83,693.0,739,660,73,6,4,,.992
2019,2 Teams,,Minors,DH,7,7,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,C,85,83,693.0,739,660,73,6,4,,.992
2019,2 Teams,,Minors,DH,7,7,0.0,0,0,0,0,0,,.000
2019,Lansing Lugnuts,MID,A(Full),C,17,17,150.0,174,159,14,1,2,,.994
2019,Lansing Lugnuts,MID,A(Full),DH,4,4,0.0,0,0,0,0,0,,.000
2019,Dunedin Blue Jays,FSL,A(Adv),C,68,66,543.0,565,501,59,5,2,,.991
2019,Dunedin Blue Jays,FSL,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2021,Buffalo Bisons,INT,AAA,C,10,10,80.2,71,65,5,1,1,,.986
2021,Buffalo Bisons,INT,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
,Bluefield Ridge Runners,APP,ROK,C,32,31,255.0,289,245,41,3,4,,.990
,2 Teams,,ROK,DH,26,26,0.0,0,0,0,0,0,,.000
,Buffalo Bisons,INT,AAA,C,10,10,80.2,71,65,5,1,1,,.986
,Buffalo Bisons,INT,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
,Dunedin Blue Jays,FSL,A+,C,68,66,543.0,565,501,59,5,2,,.991
,Dunedin Blue Jays,FSL,A+,DH,3,3,0.0,0,0,0,0,0,,.000
,Lansing Lugnuts,MID,A,C,17,17,150.0,174,159,14,1,2,,.994
,Lansing Lugnuts,MID,A,DH,4,4,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,C,127,124,1028.2,1099,970,119,10,9,,.991
,3 Teams,,Minors,DH,11,11,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,C,127,124,1028.2,1099,970,119,10,9,,.991
Career Minors,3 Teams,,,DH,11,11,0.0,0,0,0,0,0,,.000
