Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.0,0,790,33.1,174,.288,.425,.347,25.2,27.6,19.7,.278,.501,.373,56.1
2022,Slider,,-1.7,-10,581,24.3,153,.208,.361,.269,41.0,31.4,23.0,.180,.324,.239,26.3
2022,Sinker,,1.1,4,384,16.1,111,.384,.636,.465,16.7,7.2,9.1,.381,.680,.482,48.4
2022,Curveball,,1.6,3,204,8.5,55,.255,.383,.336,41.6,36.4,23.3,.223,.369,.319,40.7
2022,Changeup,,0.1,0,198,8.3,52,.245,.469,.324,29.0,23.1,12.9,.234,.479,.328,27.0
2022,Cutter,,1.0,2,192,8.0,40,.303,.545,.420,30.1,17.5,17.9,.274,.540,.409,42.3
2022,Splitter,,-0.9,0,30,1.3,7,.000,.000,.129,50.0,28.6,12.5,.172,.193,.158,20.0
2022,N/A,,5.2,1,10,0.4,2,.000,.000,.350,0.0,0.0,0.0,.000,.000,.350,100.0
2021,4-Seamer,,0.8,6,850,35.3,204,.263,.464,.363,25.7,25.5,19.8,.284,.563,.392,62.8
2021,Slider,,1.0,6,559,23.2,144,.282,.550,.377,38.4,27.8,17.9,.256,.480,.342,42.4
2021,Sinker,,-0.1,0,322,13.4,93,.294,.447,.373,15.3,9.7,12.0,.369,.599,.437,50.0
2021,Changeup,,3.8,10,258,10.7,75,.314,.586,.414,33.6,18.7,16.3,.303,.538,.379,30.4
2021,Curveball,,3.7,8,209,8.7,58,.327,.654,.430,44.0,39.7,27.1,.213,.434,.303,56.7
2021,Cutter,,0.1,0,182,7.6,46,.283,.478,.345,22.2,19.6,17.3,.304,.519,.349,43.2
2021,Splitter,,1.8,0,24,1.0,6,.200,.800,.333,36.4,50.0,27.3,.211,.804,.431,66.7
2021,N/A,,18.9,1,4,0.2,2,.500,.500,.450,0.0,0.0,--,.542,.631,.513,0.0
2020,4-Seamer,,-1.0,-3,317,35.3,73,.194,.452,.343,21.8,21.9,20.0,.231,.540,.358,47.9
2020,Sinker,,-3.6,-6,162,18.0,40,.139,.139,.183,21.5,25.0,26.3,.233,.291,.278,38.5
2020,Slider,,-1.8,-3,155,17.3,43,.179,.308,.253,39.8,30.2,26.5,.209,.356,.282,38.5
2020,Changeup,,-0.3,0,93,10.4,29,.207,.379,.248,35.1,20.7,21.4,.209,.389,.253,30.4
2020,Curveball,,3.5,3,77,8.6,24,.409,.591,.483,34.4,33.3,27.6,.265,.442,.358,57.1
2020,Cutter,,-0.8,-1,74,8.2,20,.222,.556,.358,27.9,25.0,23.8,.243,.696,.412,38.5
2020,Splitter,,-0.3,0,18,2.0,5,.400,.600,.430,18.2,20.0,11.1,.246,.463,.292,25.0
2020,Knuckleball,,4.0,0,2,0.2,,--,--,--,--,--,0.0,--,--,--,--
2019,4-Seamer,,0.2,2,889,36.1,194,.287,.503,.380,19.1,20.1,17.3,.314,.605,.423,50.8
2019,Slider,,-0.7,-3,525,21.3,156,.215,.354,.286,37.5,30.1,25.4,.232,.417,.304,42.9
2019,Sinker,,2.2,7,335,13.6,96,.361,.578,.455,14.0,8.3,12.9,.392,.648,.465,57.9
2019,Curveball,,2.6,7,249,10.1,70,.281,.578,.380,39.8,30.0,21.9,.277,.506,.353,43.2
2019,Cutter,,4.1,9,210,8.5,50,.356,.844,.519,28.4,20.0,23.8,.324,.748,.463,42.9
2019,Changeup,,5.6,11,193,7.8,65,.404,.825,.553,30.8,13.8,16.4,.339,.684,.454,43.8
2019,Splitter,,0.6,0,17,0.7,4,.250,.250,.225,50.0,50.0,28.6,.101,.130,.097,0.0
2019,N/A,,20.1,1,5,0.2,1,1.000,2.000,1.250,0.0,0.0,0.0,.540,1.292,.730,100.0
2018,4-Seamer,,4.1,35,847,33.6,206,.356,.718,.488,19.4,18.0,15.1,.354,.705,.480,61.7
2018,Slider,,0.5,3,578,22.9,133,.261,.471,.356,42.6,32.3,21.4,.243,.480,.333,44.3
2018,Sinker,,4.7,22,472,18.7,123,.393,.714,.514,13.7,12.2,14.7,.350,.686,.457,53.1
2018,Changeup,,3.6,9,255,10.1,89,.300,.637,.416,35.7,23.6,25.3,.263,.621,.398,45.0
2018,Curveball,,4.0,7,171,6.8,36,.382,.647,.504,38.5,33.3,21.8,.330,.680,.441,54.5
2018,Cutter,,-1.9,-3,149,5.9,29,.259,.370,.302,31.7,37.9,21.6,.215,.310,.259,18.8
2018,Splitter,,5.6,2,44,1.7,21,.316,.632,.393,38.7,33.3,25.0,.294,.615,.406,76.9
2017,4-Seamer,,1.9,11,598,31.3,134,.351,.901,.532,29.4,26.9,19.9,.345,.887,.523,65.4
2017,Slider,,1.3,5,407,21.3,114,.243,.589,.368,42.2,29.8,28.8,.252,.624,.374,40.5
2017,Sinker,,4.7,17,371,19.4,88,.400,.827,.563,16.3,12.5,12.5,.362,.717,.487,50.0
2017,Curveball,,2.0,4,219,11.5,64,.258,.500,.346,36.4,37.5,26.1,.272,.557,.355,44.7
2017,Changeup,,0.0,0,144,7.5,36,.235,.529,.340,38.6,36.1,27.7,.227,.501,.320,42.9
2017,Cutter,,2.7,4,134,7.0,35,.324,.676,.427,21.1,17.1,17.6,.332,.782,.464,39.3
2017,Splitter,,-0.8,0,26,1.4,7,.167,.167,.229,52.9,57.1,28.6,.051,.101,.154,50.0
2017,Knuckleball,,-3.9,0,5,0.3,1,.000,.000,.000,50.0,0.0,--,.375,.430,.366,0.0
