BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B,4,0,0,0,1,1,1,.263,.765
Torres2B,5,1,2,0,0,1,2,.264,.807
CarpenterDH,5,0,0,0,0,2,5,.273,1.120
StantonLF,3,1,0,0,1,1,0,.237,.833
Donaldson3B,4,1,2,4,0,1,0,.231,.718
"Hicks, ACF",4,2,2,1,0,0,1,.234,.689
TrevinoC,3,0,1,1,1,0,0,.250,.732
Kiner-FalefaSS,4,0,0,0,0,0,3,.272,.640
GalloRF,2,1,0,0,2,1,0,.165,.621
,34,6,7,6,5,7,12,,
