BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Duffy3B,4,0,1,0,0,0,0,.310,.708
OhtaniDH,4,0,1,0,0,1,1,.242,.767
TroutCF,2,0,1,0,1,1,0,.276,.957
Walsh1B,3,0,0,0,0,0,3,.254,.769
StassiC,3,0,0,0,0,0,1,.250,.730
MarshLF,3,0,0,0,0,1,0,.252,.658
Rengifo2B,3,0,0,0,0,1,0,.244,.649
AdellRF,3,0,0,0,0,2,0,.208,.594
"Velazquez, ASS",3,0,0,0,0,0,0,.181,.490
,28,0,3,0,1,6,5,,
