BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArroyoRF,3,0,0,0,0,0,0,.192,.571
Dalbec1B,0,0,0,0,0,0,0,.179,.556
Devers3B,4,0,1,0,0,0,1,.339,.969
MartinezDH,3,0,2,0,1,0,1,.358,.973
BogaertsSS,4,0,1,0,0,0,4,.322,.875
VerdugoLF,4,1,1,0,0,1,3,.246,.647
Story2B,4,0,0,0,0,2,1,.225,.754
Cordero1B-RF,4,0,0,0,0,2,1,.237,.719
VázquezC,4,0,1,1,0,0,0,.281,.715
Bradley Jr.CF,3,0,0,0,0,0,1,.222,.625
,33,1,6,1,1,5,12,,
