Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2014,2 Teams,,Minors,DH,3,3,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,RF,4,4,31.0,6,4,1,1,0,,.833
2014,2 Teams,,Minors,CF,41,38,323.1,76,71,3,2,0,,.974
2014,2 Teams,,Minors,DH,3,3,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,RF,4,4,31.0,6,4,1,1,0,,.833
2014,2 Teams,,Minors,CF,41,38,323.1,76,71,3,2,0,,.974
2014,AZL Dodgers,AZL,ROK,CF,40,37,314.1,75,70,3,2,0,,.973
2014,AZL Dodgers,AZL,ROK,RF,2,2,14.0,4,3,1,0,0,,1.000
2014,AZL Dodgers,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2014,AZL Dodgers,AZL,ROK,LF,4,4,30.0,7,7,0,0,0,,1.000
2014,Ogden Raptors,PIO,ROK,CF,1,1,9.0,1,1,0,0,0,,1.000
2014,Ogden Raptors,PIO,ROK,RF,2,2,17.0,2,1,0,1,0,,.500
2014,Ogden Raptors,PIO,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
2014,2 Teams,,ROK,CF,41,38,323.1,76,71,3,2,0,,.974
2014,2 Teams,,ROK,RF,4,4,31.0,6,4,1,1,0,,.833
2014,2 Teams,,ROK,DH,3,3,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,CF,112,111,985.1,314,284,22,8,6,,.975
2015,2 Teams,,Minors,CF,112,111,985.1,314,284,22,8,6,,.975
2015,Great Lakes Loons,MID,A(Full),CF,89,88,789.1,255,228,19,8,5,,.969
2015,Great Lakes Loons,MID,A(Full),RF,11,11,79.0,14,12,2,0,1,,1.000
2015,Great Lakes Loons,MID,A(Full),DH,2,2,0.0,0,0,0,0,0,,.000
2015,Rancho Cucamonga Quakes,CAL,A(Adv),CF,23,23,196.0,59,56,3,0,1,,1.000
2016,Tulsa Drillers,TEX,AA,CF,91,90,788.1,214,195,12,7,2,,.967
2016,Tulsa Drillers,TEX,AA,RF,30,28,246.1,58,54,1,3,0,,.948
2016,Tulsa Drillers,TEX,AA,DH,3,3,0.0,0,0,0,0,0,,.000
2017,Oklahoma City Dodgers,PCL,AAA,LF,9,8,75.0,15,15,0,0,0,,1.000
2017,Oklahoma City Dodgers,PCL,AAA,CF,59,55,483.1,107,103,4,0,0,,1.000
2017,Oklahoma City Dodgers,PCL,AAA,RF,46,45,391.0,85,80,5,0,1,,1.000
2017,Oklahoma City Dodgers,PCL,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
2018,Oklahoma City Dodgers,PCL,AAA,LF,13,12,107.0,19,17,1,1,0,,.947
2018,Oklahoma City Dodgers,PCL,AAA,CF,45,44,361.1,105,98,5,2,1,,.981
2018,Oklahoma City Dodgers,PCL,AAA,RF,31,23,205.1,54,50,3,1,2,,.981
2018,Oklahoma City Dodgers,PCL,AAA,DH,8,8,0.0,0,0,0,0,0,,.000
2019,Ogden Raptors,PIO,ROA,DH,1,1,0.0,0,0,0,0,0,,.000
,2 Teams,,ROK,CF,41,38,323.1,76,71,3,2,0,,.974
,2 Teams,,ROK,RF,4,4,31.0,6,4,1,1,0,,.833
,2 Teams,,ROK,DH,3,3,0.0,0,0,0,0,0,,.000
,AZL Dodgers 2,AZL,ROK,LF,4,4,30.0,7,7,0,0,0,,1.000
,Ogden Raptors,PIO,ROA,DH,1,1,0.0,0,0,0,0,0,,.000
,Oklahoma City Dodgers,PCL,AAA,LF,22,20,182.0,34,32,1,1,0,,.971
,Oklahoma City Dodgers,PCL,AAA,CF,104,99,844.2,212,201,9,2,1,,.991
,Oklahoma City Dodgers,PCL,AAA,RF,77,68,596.1,139,130,8,1,3,,.993
,Oklahoma City Dodgers,PCL,AAA,DH,10,10,0.0,0,0,0,0,0,,.000
,Tulsa Drillers,TEX,AA,CF,91,90,788.1,214,195,12,7,2,,.967
,Tulsa Drillers,TEX,AA,RF,30,28,246.1,58,54,1,3,0,,.948
,Tulsa Drillers,TEX,AA,DH,3,3,0.0,0,0,0,0,0,,.000
,Rancho Cucamonga Quakes,CAL,A+,CF,23,23,196.0,59,56,3,0,1,,1.000
,Great Lakes Loons,MID,A,CF,89,88,789.1,255,228,19,8,5,,.969
,Great Lakes Loons,MID,A,RF,11,11,79.0,14,12,2,0,1,,1.000
,Great Lakes Loons,MID,A,DH,2,2,0.0,0,0,0,0,0,,.000
,2 Teams,,Minors,LF,26,24,212.0,41,39,1,1,0,,.976
,4 Teams,,Minors,CF,307,300,2618.1,740,680,43,17,9,,.977
,3 Teams,,Minors,RF,118,107,921.2,211,196,11,4,4,,.981
,4 Teams,,Minors,DH,16,16,0.0,0,0,0,0,0,,.000
,2 Teams,,Minors,LF,26,24,212.0,41,39,1,1,0,,.976
,4 Teams,,Minors,CF,307,300,2618.1,740,680,43,17,9,,.977
,3 Teams,,Minors,RF,118,107,921.2,211,196,11,4,4,,.981
Career Minors,4 Teams,,,DH,16,16,0.0,0,0,0,0,0,,.000
