Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2018,HOU,AL,10,6,0,0,0,.250,1,0,0,40,4.000,.000,.100,.---,.333,0,0
2019,HOU,AL,128,37,43,1,0,.345,6,2,12,567,4.430,.188,.000,.792,.074,0,0
2020,HOU,AL,86,21,33,0,0,.283,4,0,9,352,4.093,.256,.000,.182,.049,1,1
2021,HOU,AL,370,106,149,1,4,.324,16,7,56,1515,4.095,.192,.005,.535,.065,5,1
2021,CLE,AL,268,90,83,0,0,.353,18,6,35,1138,4.246,.187,.007,.580,.092,3,0
2021,2 Teams,,638,196,232,1,4,.336,34,13,91,2653,4.158,.190,.006,.554,.076,8,1
2022,CLE,AL,596,146,237,2,4,.261,25,4,92,2360,3.960,.146,.000,.621,.052,4,0
5 Seasons,2 Teams,,1458,406,545,4,8,.301,70,19,204,5972,4.096,.174,.003,.571,.066,13,2
