Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Straw, Myles - RHB",2019,0.00,0.54,0.82,1.07,1.29,1.51,1.71,1.90,2.08,2.26,2.43,2.60,2.77,2.94,3.10,3.26,3.43,3.59,3.76
"Straw, Myles - RHB",2020,0.00,0.54,0.86,1.11,1.34,1.55,1.75,1.94,2.13,2.31,2.49,2.66,2.83,3.00,3.17,3.33,3.50,3.66,3.83
"Straw, Myles - RHB",2021,0.00,0.54,0.85,1.10,1.33,1.54,1.74,1.93,2.11,2.29,2.47,2.64,2.81,2.98,3.14,3.31,3.47,3.64,3.81
"Straw, Myles - RHB",2022,0.00,0.55,0.86,1.12,1.35,1.57,1.77,1.96,2.15,2.33,2.51,2.68,2.85,3.02,3.19,3.35,3.52,3.69,3.86

