BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Betts2B,5,1,1,3,0,0,2,.277,.911
TurnerSS,5,0,1,0,0,1,1,.305,.838
"Freeman, F1B",3,0,0,0,1,0,0,.330,.926
"Smith, W.D.C",3,0,0,0,1,0,2,.259,.813
Muncy3B,4,1,1,0,0,3,1,.198,.715
"Turner, JDH",4,2,1,0,0,1,1,.276,.795
GalloLF,2,0,0,0,0,1,0,.163,.637
"a-Taylor, ChPH-LF",1,1,0,0,1,0,1,.221,.690
"Thompson, TRF",3,0,1,1,0,2,1,.259,.850
BellingerCF,4,1,2,2,0,1,1,.203,.646
,34,6,7,6,3,9,10,,
