BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,0,0,0,0,0,2,.156,.408
PeñaSS,3,0,1,0,1,0,0,.289,.919
"Alvarez, YLF",4,0,0,0,0,1,2,.200,.758
Bregman3B,3,0,0,0,1,0,1,.293,.941
TuckerRF,4,0,0,0,0,1,3,.225,.761
Gurriel1B,4,0,1,0,0,0,0,.333,.825
HensleyDH,3,0,1,0,0,2,0,.250,.650
a-ManciniPH,1,0,0,0,0,0,0,.000,.100
McCormickCF,3,0,1,0,1,2,2,.286,.912
MaldonadoC,3,0,1,0,0,1,1,.217,.569
,32,0,5,0,3,7,11,,
