PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
McKenzie,6.0,2,0,0,2,8,0,0.00
Karinchak,1.0,0,0,0,1,0,0,0.00
Stephan,1.0,0,0,0,0,2,0,0.00
Clase,1.0,0,0,0,0,1,0,0.00
Sandlin,0.2,0,0,0,1,1,0,0.00
Morgan,1.1,0,0,0,0,2,0,0.00
"De Los Santos, E",1.0,1,0,0,1,0,0,0.00
"Hentges(W, 1-0)",3.0,3,0,0,0,6,0,0.00
,15.0,6,0,0,5,20,0,
