PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Kershaw(W, 6-2)",7.2,5,2,1,0,10,0,2.40
"Phillips, E(H, 11)",0.1,0,0,0,0,0,0,1.59
"Kimbrel(S, 15)",1.0,0,0,0,1,2,0,4.66
,9.0,5,2,1,1,12,0,
