Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Colorado Springs Sky Sox,Triple-A,First Inning,33,28,6,8,0,1,0,2,4,4,2,2,0,.286,.364,.357,.721
Colorado Springs Sky Sox,Triple-A,Second Inning,8,6,5,5,0,0,0,1,1,0,0,0,1,.833,.875,.833,1.708
Colorado Springs Sky Sox,Triple-A,Third Inning,21,21,4,5,0,1,1,2,0,1,0,0,0,.238,.238,.476,.714
Colorado Springs Sky Sox,Triple-A,Fourth Inning,15,15,5,8,2,0,0,3,0,1,0,0,0,.533,.533,.667,1.200
Colorado Springs Sky Sox,Triple-A,Fifth Inning,19,19,2,6,0,0,0,3,0,4,2,0,0,.316,.316,.316,.632
Colorado Springs Sky Sox,Triple-A,Sixth Inning,15,12,2,5,2,0,0,2,2,2,1,0,0,.417,.467,.583,1.050
Colorado Springs Sky Sox,Triple-A,Seventh Inning,17,13,4,6,1,2,0,5,3,2,1,0,0,.462,.529,.846,1.375
Colorado Springs Sky Sox,Triple-A,Eighth Inning,14,13,2,4,1,0,0,0,0,1,2,0,1,.308,.357,.385,.742
Colorado Springs Sky Sox,Triple-A,Ninth Inning,11,11,2,3,2,1,0,4,0,4,0,0,0,.273,.273,.636,.909
Colorado Springs Sky Sox,Triple-A,Extra Innings,5,5,2,2,0,0,0,0,0,0,0,0,0,.400,.400,.400,.800
