 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2021,,332,18.1,18.7%,3.0%,241,23.8,1.7%,12.0%
2022,,733,17.6,25.0%,2.2%,463,22.6,1.5%,11.2%
