Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,First Inning,36,29,3,8,3,0,0,3,6,7,1,0,1,.276,.417,.379,.796
San Diego Padres,MLB,Second Inning,87,80,5,18,2,0,1,4,6,19,1,0,1,.225,.287,.288,.575
San Diego Padres,MLB,Third Inning,51,45,4,7,0,0,2,5,4,10,1,0,0,.156,.220,.289,.509
San Diego Padres,MLB,Fourth Inning,77,68,8,14,2,1,1,7,6,10,4,0,1,.206,.273,.309,.582
San Diego Padres,MLB,Fifth Inning,65,56,9,15,2,1,1,7,8,7,2,0,1,.268,.369,.393,.762
San Diego Padres,MLB,Sixth Inning,74,69,6,15,7,0,0,10,3,16,2,0,2,.217,.270,.319,.589
San Diego Padres,MLB,Seventh Inning,63,55,9,19,2,0,3,10,6,10,1,1,1,.345,.413,.545,.958
San Diego Padres,MLB,Eighth Inning,70,60,5,22,7,1,0,3,9,10,0,1,0,.367,.449,.517,.966
San Diego Padres,MLB,Ninth Inning,51,49,7,11,3,0,3,9,2,11,0,0,0,.224,.255,.469,.724
San Diego Padres,MLB,Extra Innings,8,6,2,1,1,0,0,1,1,0,0,0,0,.167,.286,.333,.619
