Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2021,25,28.4,4.39,,17,15,115,83.1
2022,26,28.4,4.39,1,19,19,133,78.8
