Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Lehigh Valley IronPigs,Triple-A,Bases Empty,,,,9,,,26.2,102,14,,,1,8,42,0.83
Lehigh Valley IronPigs,Triple-A,Bases Loaded,,,,5,,,2.0,6,1,,,0,0,1,0.50
Lehigh Valley IronPigs,Triple-A,Runner at 1st,,,,9,,,3.2,19,3,,,0,6,5,2.45
Lehigh Valley IronPigs,Triple-A,Runners at 1st & 2nd,,,,8,,,4.0,16,2,,,1,2,7,1.00
Lehigh Valley IronPigs,Triple-A,Runners at 1st & 3rd,,,,3,,,0.2,3,0,,,0,1,1,1.50
Lehigh Valley IronPigs,Triple-A,Runner at 2nd,,,,7,,,2.2,14,3,,,0,3,1,2.25
Lehigh Valley IronPigs,Triple-A,Runners at 2nd & 3rd,,,,4,,,0.2,4,0,,,0,2,1,3.00
Lehigh Valley IronPigs,Triple-A,Runner at 3rd,,,,2,,,0.2,2,0,,,0,0,0,0.00
Lehigh Valley IronPigs,Triple-A,Scoring Position,,,,9,,,10.2,45,6,,,1,8,11,1.31
