Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Boston Red Sox,MLB,April,0,3,8.27,4,4,0,16.1,78,19,15,15,4,13,16,1.96
Boston Red Sox,MLB,May,4,1,2.11,6,6,0,38.1,146,26,9,9,2,6,35,0.83
Boston Red Sox,MLB,June,4,1,2.25,6,6,0,40.0,161,29,10,10,4,13,40,1.05
Boston Red Sox,MLB,July,0,3,9.38,5,5,0,24.0,119,39,25,25,6,12,23,2.13
Boston Red Sox,MLB,August,1,2,4.08,5,5,0,28.2,122,27,13,13,4,10,29,1.29
Boston Red Sox,MLB,September,1,2,5.40,6,6,0,28.1,128,31,17,17,6,16,27,1.66
Boston Red Sox,MLB,October,0,0,4.50,1,1,0,4.0,19,4,2,2,1,3,5,1.75
Boston Red Sox,MLB,Pre All-Star,8,7,4.50,19,19,0,108.0,453,97,54,54,14,39,104,1.26
Boston Red Sox,MLB,Post All-Star,2,5,4.65,14,14,0,71.2,320,78,37,37,13,34,71,1.56
