Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2016,,,,,,,,,65,,,,,,89,,
2017,,,,,,,,,75,,,,,,87,,
2018,79,33,38,42,96,32,44,70,79,75,16,94,34,98,83,87,
2019,,,,,,,,,70,,,,,,83,,
2020,79,60,52,48,93,55,48,23,39,21,67,90,73,94,77,14,55
2021,74,80,31,15,96,8,13,48,80,49,57,96,68,100,92,89,58
2022,79,72,57,47,90,67,44,57,80,48,76,78,80,91,84,90,72
