BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",5,0,1,0,0,1,2,.250,.900
France1B,4,0,0,0,1,2,1,.263,.616
"Suárez, E3B",3,1,0,0,1,1,2,.375,1.100
HanigerRF,3,1,1,0,1,0,0,.250,.669
SantanaDH,3,0,1,1,1,1,1,.200,.827
1-TrammellPR-DH,0,0,0,0,0,0,0,.000,.000
"Moore, DLF",2,0,1,1,1,0,0,.250,.750
a-KelenicPH-LF,1,0,0,0,0,0,1,.200,.382
RaleighC,4,0,0,0,0,1,5,.313,.916
Frazier2B,3,0,0,0,1,2,0,.313,.728
"Crawford, JSS",3,0,1,0,1,1,1,.214,.924
,31,2,5,2,7,9,13,,
