BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,0,0,0,0,1,0,.000,.111
PeñaSS,3,2,2,0,1,1,0,.375,.944
"Alvarez, YLF",3,1,1,2,1,0,1,.500,1.931
Bregman3B,4,0,1,1,0,0,1,.286,1.089
TuckerRF,4,1,1,1,0,2,3,.250,.875
Gurriel1B,3,0,0,0,0,0,0,.429,1.286
DíazDH,3,0,1,0,0,0,0,.250,.750
MeyersCF,2,0,0,0,0,2,0,.000,.000
a-HensleyPH,1,0,0,0,0,0,1,.000,.500
DubónCF,0,0,0,0,0,0,0,.000,.000
MaldonadoC,3,0,0,0,0,2,0,.000,.000
,30,4,6,4,2,8,6,,
