Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2016,SD,NL,36,28,18,0,0,.346,7,1,6,129,3.583,.139,.111,.200,.429,0,0
2017,SD,NL,479,208,200,0,1,.275,52,4,66,1856,3.875,.292,.054,.193,.236,5,1
2018,SD,NL,441,203,154,0,5,.271,50,9,66,1715,3.889,.247,.059,.275,.256,6,1
2019,SD,NL,494,215,181,0,6,.239,53,6,47,2023,4.095,.312,.067,.299,.273,1,1
2020,TB,AL,139,48,53,0,1,.141,13,3,17,570,4.101,.266,.058,.378,.238,4,0
2021,BOS,AL,572,261,242,0,6,.284,64,6,77,2191,3.830,.227,.054,.338,.242,6,1
2022,MIL,NL,522,233,207,2,3,.281,53,11,65,2027,3.883,.232,.056,.322,.236,0,1
7 Seasons,4 Teams,,2683,1196,1055,2,22,.267,292,40,344,10511,3.918,.259,.059,.289,.250,22,5
