Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,23.4,4,4.3,0,0,2,3,75.0
2017,,23.8,26,25.7,0,8,22,11,42.3
2018,,24.8,26,22.4,4,9,12,13,50.0
2019,,24.0,33,32.4,1,7,18,19,57.6
2020,,25.6,10,8.5,2,3,3,6,60.0
2021,,25.4,31,34.9,-4,9,24,18,58.1
2022,,25.2,29,26.4,3,5,19,12,41.4
Player,,24.7,159,154.7,4,41,100,82,51.6
