 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2016,,20,20.4,5.0%,15.0%,27,24.0,3.7%,18.5%
2017,,527,16.1,35.9%,1.5%,298,21.7,0.3%,11.7%
2018,,505,16.9,27.3%,1.2%,290,21.9,0.7%,13.1%
2019,,627,18.0,19.6%,2.4%,316,23.2,1.3%,14.2%
2020,,178,17.8,20.2%,1.7%,110,24.5,0.9%,19.1%
2021,,557,19.0,9.3%,3.6%,435,24.2,0.0%,14.0%
2022,,573,18.3,12.2%,1.6%,349,22.9,0.0%,9.7%
