BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Wade Jr.1B,4,0,0,0,0,2,4,.194,.663
YastrzemskiCF-RF,4,1,1,0,0,1,0,.211,.680
Flores3B,4,0,0,0,0,3,1,.233,.727
PedersonLF,3,0,0,0,1,2,1,.267,.869
"Crawford, BraSS",4,1,2,0,0,2,1,.229,.655
Estrada2B,4,1,3,0,0,1,0,.264,.732
"Calhoun, WDH",3,0,1,1,0,1,2,.149,.563
b-LongoriaPH-DH,1,0,0,0,0,0,0,.248,.779
"Gonzalez, LRF",2,0,2,1,0,0,0,.252,.683
a-BrinsonPH-CF,1,0,0,0,0,1,0,.185,.797
WynnsC,3,0,1,0,0,1,2,.222,.580
,33,3,10,2,1,14,11,,
