 , , ,,Runs
Year,Team,PA,Pitches,Heart,Shadow,Chase,Waste,All
2016,,136,496,-7,-4,3,2,-6
2017,,39,137,-1,-3,1,1,-2
2018,,312,"1,157",-1,-4,11,5,11
2019,,272,982,-6,-13,6,5,-9
2020,,114,408,-5,-5,3,3,-4
2021,,397,"1,510",-3,-11,19,9,14
2022,,558,"2,047",-6,-20,16,10,0
