Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-0.1,-1,827,40.4,227,.280,.360,.325,10.6,7.5,8.2,.239,.315,.292,15.1
2022,Sinker,,0.2,0,304,14.9,90,.260,.416,.333,7.7,11.1,15.9,.226,.307,.285,18.6
2022,Slider,,-0.7,-2,257,12.6,68,.172,.234,.211,18.4,27.9,18.6,.166,.215,.198,13.3
2022,Curveball,,-0.8,-2,254,12.4,60,.130,.148,.172,14.3,16.7,12.7,.216,.282,.259,4.4
2022,Changeup,,1.7,4,227,11.1,71,.250,.406,.335,16.5,9.9,8.5,.227,.299,.275,15.8
2022,Cutter,,0.7,1,122,6.0,27,.200,.400,.293,18.2,11.1,10.3,.217,.319,.240,21.7
2022,Splitter,,-1.3,-1,55,2.7,14,.083,.167,.150,18.2,21.4,10.3,.097,.138,.146,20.0
2022,N/A,,26.2,0,1,0.0,1,1.000,1.000,.900,0.0,0.0,--,.084,.084,.080,0.0
2021,4-Seamer,,1.1,8,680,45.0,189,.297,.484,.386,9.8,6.3,8.6,.261,.381,.335,28.9
2021,Sinker,,-1.3,-3,244,16.1,66,.212,.308,.334,18.4,19.7,23.2,.199,.264,.300,20.0
2021,Slider,,5.3,9,176,11.6,39,.333,.567,.470,23.1,23.1,14.3,.264,.359,.372,9.5
2021,Curveball,,-0.4,-1,157,10.4,26,.269,.269,.242,22.9,38.5,21.3,.296,.352,.283,18.8
2021,Changeup,,1.0,2,153,10.1,45,.184,.289,.272,22.2,11.1,8.6,.163,.234,.243,8.8
2021,Cutter,,-1.4,-1,65,4.3,19,.313,.375,.347,21.9,10.5,18.2,.264,.368,.320,13.3
2021,Splitter,,1.4,0,30,2.0,12,.500,.500,.450,9.1,0.0,0.0,.454,.565,.439,8.3
2021,N/A,,-4.1,0,4,0.3,1,.000,.000,.000,0.0,0.0,0.0,.294,.976,.509,100.0
2020,4-Seamer,,-1.8,-3,188,46.1,59,.229,.313,.303,6.0,8.5,11.9,.236,.320,.308,15.6
2020,Changeup,,-1.4,-1,86,21.1,18,.214,.214,.267,27.0,16.7,16.7,.260,.302,.323,0.0
2020,Slider,,0.9,0,43,10.5,10,.143,.143,.300,26.3,20.0,11.1,.245,.284,.370,0.0
2020,Curveball,,-4.0,-1,37,9.1,8,.125,.125,.113,25.0,50.0,28.6,.181,.265,.191,25.0
2020,Sinker,,-0.2,0,27,6.6,12,.300,.300,.342,0.0,0.0,0.0,.361,.612,.458,40.0
2020,Cutter,,3.9,1,20,4.9,5,.750,.750,.680,8.3,0.0,0.0,.404,.518,.453,25.0
2020,Splitter,,11.5,1,6,1.5,2,.500,1.000,.625,33.3,0.0,0.0,.217,.313,.224,0.0
2020,N/A,,-2.6,0,1,0.2,,--,--,--,--,--,--,--,--,--,--
2019,4-Seamer,,-1.0,-4,405,40.3,122,.221,.404,.320,12.3,12.3,12.7,.224,.323,.292,16.5
2019,Sinker,,-0.2,0,157,15.6,51,.238,.476,.350,16.0,7.8,11.1,.175,.285,.279,20.0
2019,Changeup,,-1.1,-1,117,11.6,33,.250,.438,.305,22.7,15.2,10.9,.198,.269,.218,3.7
2019,Curveball,,-1.9,-2,116,11.5,25,.091,.091,.163,22.6,32.0,23.5,.154,.191,.217,21.4
2019,Slider,,-0.1,0,112,11.1,27,.200,.320,.231,34.9,37.0,24.4,.180,.226,.192,12.5
2019,Cutter,,-1.6,-1,56,5.6,12,.250,.500,.317,28.1,25.0,17.6,.157,.264,.178,11.1
2019,Splitter,,-0.3,0,19,1.9,2,.000,.000,.000,50.0,50.0,11.1,.420,.495,.396,100.0
2018,4-Seamer,,3.2,12,382,35.8,105,.349,.581,.439,10.8,10.5,12.8,.244,.369,.336,27.3
2018,Sinker,,-1.6,-4,247,23.1,70,.241,.293,.322,18.2,17.1,26.1,.237,.287,.305,17.0
2018,Curveball,,2.8,3,119,11.1,26,.333,.375,.344,26.7,19.2,12.8,.225,.325,.274,5.3
2018,Slider,,-1.3,-1,118,11.0,32,.103,.207,.197,24.5,21.9,19.4,.131,.186,.175,8.7
2018,Changeup,,0.3,0,105,9.8,33,.194,.323,.258,18.2,9.1,9.4,.221,.281,.250,10.7
2018,Cutter,,-1.6,-1,84,7.9,22,.227,.318,.205,28.2,18.2,16.0,.216,.272,.208,16.7
2018,Splitter,,-0.4,0,8,0.7,4,.250,.250,.225,20.0,25.0,20.0,.275,.349,.273,0.0
2018,Knuckleball,,-3.0,0,4,0.4,1,.000,.000,.000,100.0,100.0,100.0,--,--,.000,--
2017,4-Seamer,,-1.7,-1,55,40.1,16,.250,.250,.225,15.2,6.3,8.3,.189,.278,.197,0.0
2017,Sinker,,0.8,0,44,32.1,15,.286,.357,.310,15.8,20.0,33.3,.196,.223,.218,0.0
2017,Changeup,,-4.7,-1,14,10.2,3,.000,.000,.000,12.5,0.0,0.0,.045,.074,.053,0.0
2017,Curveball,,-4.5,0,11,8.0,4,.000,.000,.175,0.0,25.0,33.3,.244,.407,.376,50.0
2017,Slider,,-1.0,0,10,7.3,1,.000,.000,.000,0.0,0.0,0.0,.340,.358,.306,0.0
2017,Cutter,,8.7,0,2,1.5,,--,--,--,--,--,0.0,--,--,--,--
2017,Splitter,,0.0,0,1,0.7,,--,--,--,0.0,--,0.0,--,--,--,--
