PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"White, M",5.0,1,0,0,2,1,0,3.78
Ferguson,1.1,0,0,0,0,2,0,0.00
Bickford,0.0,2,3,3,1,0,1,5.93
"Vesia(BS, 1)",0.2,1,2,2,0,2,1,3.68
"Phillips, E(W, 4-3)",1.0,1,1,1,3,1,0,1.70
"Kimbrel(S, 16)",1.0,1,0,0,0,1,0,4.22
,9.0,6,6,6,6,7,2,
