Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2016,23,469,73,3,4.1,2.7,90.2,109.3,12.7,30.1,.206,.349,.308,.274,.323,27.4,25.0,9.8
2017,24,429,53,9,17.0,9.5,87.1,108.8,19.9,41.5,.231,.514,.371,.335,.523,35.8,37.9,6.3
2018,25,2109,316,49,15.5,9.4,91.8,112.2,17.0,34.8,.234,.498,.328,.341,.468,45.9,31.2,7.8
2019,26,1923,265,31,11.7,6.7,91.2,112.1,15.3,30.6,.215,.447,.325,.312,.428,42.3,33.0,9.7
2020,27,840,128,23,18.0,11.1,93.3,115.9,15.3,40.6,.296,.614,.384,.401,.564,53.1,30.4,6.8
2021,28,2290,404,56,13.9,9.4,91.8,115.7,13.1,37.4,.284,.536,.369,.370,.472,49.0,24.9,6.1
2022,29,2082,347,52,15.0,9.7,92.6,114.1,11.6,36.3,.265,.501,.348,.351,.470,53.3,28.4,6.4
Player,,10142,1586,223,14.1,8.8,91.7,115.9,14.3,35.6,.253,.502,.347,.346,.466,47.1,29.4,7.4
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
