Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Memphis Redbirds,Triple-A,No Outs,,,,2,,,3.1,10,1,,,0,0,2,0.30
Springfield Cardinals,Double-A,No Outs,,,,3,,,3.1,10,0,,,0,0,4,0.00
Palm Beach Cardinals,Class A Advanced,No Outs,,,,2,,,1.0,4,1,,,0,0,2,1.00
Memphis Redbirds,Triple-A,One Out,,,,2,,,2.2,13,4,,,0,2,4,2.25
Springfield Cardinals,Double-A,One Out,,,,3,,,3.1,11,1,,,0,0,3,0.30
Palm Beach Cardinals,Class A Advanced,One Out,,,,2,,,1.0,2,0,,,0,0,0,0.00
Memphis Redbirds,Triple-A,Two Outs,,,,2,,,3.0,13,3,,,0,2,5,1.67
Springfield Cardinals,Double-A,Two Outs,,,,3,,,3.1,15,4,,,0,0,2,1.20
Palm Beach Cardinals,Class A Advanced,Two Outs,,,,2,,,1.0,3,0,,,0,0,3,0.00
