Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Springfield Cardinals,Double-A,May,1,0,0.00,1,1,0,5.0,17,2,0,0,0,0,2,0.40
Memphis Redbirds,Triple-A,August,0,0,0.00,1,1,0,4.0,16,3,0,0,0,2,4,1.25
Springfield Cardinals,Double-A,August,0,0,0.00,2,2,0,5.0,19,3,0,0,0,0,7,0.60
Palm Beach Cardinals,Class A Advanced,August,0,0,0.00,2,2,0,3.0,9,1,0,0,0,0,5,0.33
Memphis Redbirds,Triple-A,September,1,0,0.00,1,1,0,5.0,20,5,0,0,0,2,7,1.40
Memphis Redbirds,Triple-A,Post All-Star,1,0,0.00,2,2,0,9.0,36,8,0,0,0,4,11,1.33
