Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2016,,,,,,,,,57,,,,,,14,,
2017,,,,,,,,,81,,,,,,12,,
2018,83,47,87,92,68,93,90,98,91,99,25,75,29,85,29,85,
2019,94,81,96,96,85,90,94,96,83,98,27,57,23,76,36,94,
2020,62,19,65,81,58,84,84,91,89,82,9,86,8,86,28,43,21
2021,90,68,84,85,93,94,82,87,95,87,76,92,64,77,28,61,18
2022,82,51,86,89,71,98,93,97,98,96,29,80,22,57,28,82,3
