Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,OAK,AL,1B,23,17,144.2,149,137,10,2,9,,.987
2015,OAK,AL,3B,16,10,90.0,26,5,17,4,0,,.846
2016,OAK,AL,2B,21,19,159.0,75,24,51,0,9,,1.000
2016,OAK,AL,3B,1,1,9.0,4,0,3,1,1,,.750
2016,OAK,AL,LF,4,0,9.0,2,2,0,0,0,,1.000
2016,OAK,AL,RF,17,13,108.0,28,27,1,0,0,,1.000
2016,OAK,AL,DH,3,1,0.0,0,0,0,0,0,,.000
2018,LAD,NL,1B,84,58,548.0,487,458,24,5,31,,.990
2018,LAD,NL,2B,13,13,91.0,50,25,24,1,8,,.980
2018,LAD,NL,3B,38,30,271.2,76,9,60,7,3,,.908
2018,LAD,NL,LF,6,0,8.2,2,2,0,0,0,,1.000
2018,LAD,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2019,LAD,NL,1B,65,42,402.2,385,356,27,2,36,,.995
2019,LAD,NL,2B,70,62,520.1,219,75,138,6,38,,.973
2019,LAD,NL,3B,35,26,234.1,85,13,66,6,1,,.929
2020,LAD,NL,1B,35,31,273.2,249,232,14,3,18,,.988
2020,LAD,NL,2B,12,11,82.0,29,10,19,0,5,,1.000
2020,LAD,NL,3B,16,14,135.0,40,6,33,1,5,,.975
2020,LAD,NL,DH,2,2,0.0,0,0,0,0,0,,.000
2021,LAD,NL,1B,122,101,901.0,820,771,47,2,48,,.998
2021,LAD,NL,2B,39,31,254.0,112,50,61,1,15,,.991
2021,LAD,NL,3B,7,3,27.1,7,3,4,0,0,,1.000
2021,LAD,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2022,LAD,NL,1B,3,0,5.0,5,4,1,0,1,,1.000
2022,LAD,NL,2B,31,25,223.1,106,35,69,2,13,,.981
2022,LAD,NL,3B,84,80,713.0,222,51,161,10,25,,.955
2022,LAD,NL,DH,25,25,0.0,0,0,0,0,0,,.000
7 Seasons,2 Teams,,1B,332,249,2275.0,2095,1958,123,14,143,,.993
,2 Teams,,2B,186,161,1329.2,591,219,362,10,88,,.983
,2 Teams,,3B,197,164,1480.1,460,87,344,29,35,,.937
,2 Teams,,LF,10,0,17.2,4,4,0,0,0,,1.000
,2 Teams,,DH,32,30,0.0,0,0,0,0,0,,.000
,OAK,AL,RF,17,13,108.0,28,27,1,0,0,,1.000
