BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF-RF,4,0,0,0,0,3,0,.077,.231
RufLF,3,0,1,0,1,2,0,.238,.740
DuggarCF,0,0,0,0,0,0,0,.154,.431
Flores1B,3,0,1,0,0,0,1,.278,.800
RamosRF-LF,2,1,0,0,1,0,3,.333,.762
Estrada2B,3,0,0,0,0,1,2,.238,.702
DubónSS,3,1,1,0,0,0,0,.214,.486
BartDH,3,0,0,0,0,3,2,.286,1.015
"Williams, L3B",3,0,1,2,0,1,0,.400,1.000
CasaliC,3,0,0,0,0,1,1,.000,.000
,27,2,4,2,2,11,9,,
