BATTERS - MIL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
YelichDH,4,1,1,0,0,2,0,.250,.730
AdamesSS,4,0,0,0,0,2,1,.218,.727
McCutchenLF,4,3,2,3,0,1,0,.253,.728
RenfroeRF,3,1,3,2,0,0,0,.246,.810
Brosseau3B,3,0,0,0,1,3,3,.261,.772
Hiura1B,3,0,0,0,1,2,2,.241,.816
"Wong, Ko2B",3,0,0,0,0,1,1,.244,.727
CaratiniC,3,0,0,0,0,1,1,.219,.720
"Taylor, TCF",3,0,0,0,0,2,1,.222,.686
,30,5,6,5,2,14,9,,
