BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NootbaarRF,5,0,2,0,0,1,0,.251,.828
Donovan3B,5,0,2,1,0,0,1,.300,.793
Goldschmidt1B,4,0,1,0,0,1,1,.338,1.052
Yepez1B,1,0,0,0,0,0,2,.252,.754
DickersonLF,3,0,1,0,0,1,1,.279,.739
a-CarlsonPH-CF,1,0,0,0,1,0,2,.243,.711
PujolsDH,4,0,1,0,0,1,3,.276,.871
Gorman2B,4,1,2,0,0,2,2,.242,.760
O'NeillCF-LF,3,1,1,2,1,1,4,.229,.659
MolinaC,3,0,0,0,0,0,3,.206,.489
b-DeJongPH,0,0,0,0,1,0,0,.165,.585
EdmanSS,3,2,0,0,0,0,1,.254,.692
,36,4,10,3,3,7,20,,
