BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,6,0,2,2,0,0,2,.274,.774
HerediaRF,0,0,0,0,0,0,0,.134,.533
SwansonSS,6,1,1,1,0,3,4,.290,.791
Riley3B,2,1,0,0,3,0,1,.283,.904
Olson1B,4,2,3,0,1,0,0,.254,.838
d'ArnaudC,4,2,2,1,1,1,3,.262,.776
"Contreras, WmDH",5,2,4,3,0,0,1,.275,.879
Grissom2B,5,0,1,0,0,0,4,.367,.973
"Harris II, MCF",4,2,2,1,0,1,1,.289,.847
GrossmanLF,4,1,1,2,1,0,2,.214,.621
,40,11,16,10,6,5,18,,
