Id,Url,PlayerName,Team
673237,https://www.mlb.com/player/673237,Diaz Y,Houston Astros
671056,https://www.mlb.com/player/671056,Herrera I,St. Louis Cardinals
596748,https://www.mlb.com/player/596748,Franco,Washington Nationals
672386,https://www.mlb.com/player/672386,Kirk,Toronto Blue Jays
675656,https://www.mlb.com/player/675656,Smith K,Oakland Athletics
571448,https://www.mlb.com/player/571448,Arenado,St. Louis Cardinals
660162,https://www.mlb.com/player/660162,Moncada,Chicago White Sox
592144,https://www.mlb.com/player/592144,Bernard W,Colorado Rockies
664761,https://www.mlb.com/player/664761,Bohm,Philadelphia Phillies
571446,https://www.mlb.com/player/571446,Appel,Philadelphia Phillies
642727,https://www.mlb.com/player/642727,Alcántara Se,Arizona Diamondbacks
663423,https://www.mlb.com/player/663423,Thornton,Toronto Blue Jays
502671,https://www.mlb.com/player/502671,Goldschmidt,St. Louis Cardinals
592390,https://www.mlb.com/player/592390,Hembree,Los Angeles Dodgers
642721,https://www.mlb.com/player/642721,Gutiérrez,Baltimore Orioles
607732,https://www.mlb.com/player/607732,Stallings,Miami Marlins
514888,https://www.mlb.com/player/514888,Altuve,Houston Astros
672391,https://www.mlb.com/player/672391,Ort,Boston Red Sox
663662,https://www.mlb.com/player/663662,Cameron,Detroit Tigers
594798,https://www.mlb.com/player/594798,deGrom,New York Mets
595881,https://www.mlb.com/player/595881,Beede,Pittsburgh Pirates
489119,https://www.mlb.com/player/489119,Miley,Chicago Cubs
594311,https://www.mlb.com/player/594311,Gustave,Milwaukee Brewers
664747,https://www.mlb.com/player/664747,Díaz A,Cincinnati Reds
663656,https://www.mlb.com/player/663656,Tucker,Houston Astros
663898,https://www.mlb.com/player/663898,Rodgers,Colorado Rockies
665833,https://www.mlb.com/player/665833,Cruz O,Pittsburgh Pirates
605540,https://www.mlb.com/player/605540,Woodruff,Milwaukee Brewers
663897,https://www.mlb.com/player/663897,Williams L,Miami Marlins
501571,https://www.mlb.com/player/501571,Lagares,Los Angeles Angels
664983,https://www.mlb.com/player/664983,McCarthy,Arizona Diamondbacks
676760,https://www.mlb.com/player/676760,Marinaccio,New York Yankees
642731,https://www.mlb.com/player/642731,Estrada,San Francisco Giants
641401,https://www.mlb.com/player/641401,Brogdon,Philadelphia Phillies
666922,https://www.mlb.com/player/666922,Aguilar R,Los Angeles Angels
605548,https://www.mlb.com/player/605548,Zimmer,Toronto Blue Jays
641645,https://www.mlb.com/player/641645,Guillorme,New York Mets
673490,https://www.mlb.com/player/673490,Kim,San Diego Padres
671277,https://www.mlb.com/player/671277,García L,Washington Nationals
676724,https://www.mlb.com/player/676724,Young J,Chicago Cubs
457759,https://www.mlb.com/player/457759,Turner J,Los Angeles Dodgers
676720,https://www.mlb.com/player/676720,Romero T,Tampa Bay Rays
682171,https://www.mlb.com/player/682171,Murfee,Seattle Mariners
681082,https://www.mlb.com/player/681082,Stott,Philadelphia Phillies
665871,https://www.mlb.com/player/665871,Assad,Chicago Cubs
444482,https://www.mlb.com/player/444482,Peralta,Tampa Bay Rays
571466,https://www.mlb.com/player/571466,Barnhart,Detroit Tigers
683021,https://www.mlb.com/player/683021,Stefanic,Los Angeles Angels
661269,https://www.mlb.com/player/661269,Gutierrez,Cincinnati Reds
628450,https://www.mlb.com/player/628450,Hernandez Y,Washington Nationals
665625,https://www.mlb.com/player/665625,Peguero E,Los Angeles Angels
