Id,PlayerId,PlayerType,MatchId,IP,H,R,ER,AB,R,H,RBI
1406,543760,Batter,318,,,,,4,1,1,1
1407,666969,Batter,318,,,,,4,0,2,0
1408,663993,Batter,318,,,,,2,0,0,0
1409,668227,Batter,319,,,,,5,0,0,0
1410,650490,Batter,319,,,,,4,0,2,1
1411,446372,Pitcher,319,6.0,4,1,1,,,,
1412,664023,Batter,320,,,,,3,1,2,0
1413,621550,Batter,320,,,,,4,1,2,4
1414,669242,Batter,321,,,,,5,3,3,0
1415,502671,Batter,321,,,,,3,2,1,3
1416,571448,Batter,321,,,,,4,1,2,1
1417,571945,Pitcher,321,5.0,8,4,4,,,,
1418,664023,Batter,322,,,,,3,0,1,2
1419,621550,Batter,322,,,,,5,0,0,0
1420,663538,Batter,322,,,,,3,2,2,0
1421,669242,Batter,323,,,,,4,1,1,1
1422,502671,Batter,323,,,,,2,0,0,0
1423,571448,Batter,323,,,,,4,0,0,0
1424,605141,Batter,324,,,,,5,0,2,3
1425,518692,Batter,324,,,,,5,0,2,0
1426,607208,Batter,324,,,,,4,0,0,0
1427,669257,Batter,324,,,,,1,0,1,0
1428,641355,Batter,324,,,,,4,1,0,1
1429,607043,Batter,325,,,,,4,2,2,0
1430,516782,Batter,325,,,,,5,2,2,1
1431,596019,Batter,325,,,,,5,1,1,2
1432,624413,Batter,325,,,,,5,2,3,5
1433,643446,Batter,325,,,,,5,0,1,0
1434,592192,Batter,325,,,,,0,0,0,0
1435,500871,Batter,325,,,,,4,1,2,1
1436,457705,Batter,326,,,,,3,0,0,0
1437,642133,Batter,326,,,,,3,0,2,0
1438,595777,Batter,327,,,,,4,0,0,1
1439,630105,Batter,327,,,,,4,1,2,3
1440,592518,Batter,327,,,,,4,0,1,0
1441,572228,Batter,327,,,,,4,0,0,0
1442,673490,Batter,327,,,,,4,0,0,0
1443,663757,Batter,327,,,,,3,1,2,0
1444,592450,Batter,328,,,,,3,1,1,1
1445,518626,Batter,328,,,,,3,0,0,1
1446,519203,Batter,328,,,,,4,1,1,1
1447,650402,Batter,328,,,,,2,0,0,0
1448,643396,Batter,328,,,,,3,0,0,0
1449,570731,Batter,329,,,,,3,0,0,0
1450,595879,Batter,329,,,,,3,0,0,0
1451,656941,Batter,330,,,,,4,1,1,0
1452,656555,Batter,330,,,,,4,0,0,0
1453,592206,Batter,330,,,,,3,1,0,0
1454,592663,Batter,330,,,,,4,2,3,2
1455,664761,Batter,330,,,,,4,0,0,0
1456,660271,Batter,331,,,,,2,1,1,0
1457,650859,Batter,331,,,,,4,0,1,0
1458,664023,Batter,332,,,,,5,0,1,0
1459,621550,Batter,332,,,,,4,1,2,0
1460,663538,Batter,332,,,,,5,1,2,0
1461,669242,Batter,333,,,,,4,1,1,0
1462,502671,Batter,333,,,,,5,1,2,0
1463,571448,Batter,333,,,,,5,0,1,2
1464,425794,Pitcher,333,7.0,9,2,2,,,,
1465,656941,Batter,334,,,,,4,1,0,0
1466,656555,Batter,334,,,,,2,1,0,0
1467,592206,Batter,334,,,,,3,0,0,1
1468,592663,Batter,334,,,,,5,0,0,1
1469,664761,Batter,334,,,,,4,1,3,0
1470,502043,Pitcher,334,3.1,6,5,5,,,,
1471,660271,Batter,335,,,,,5,1,1,0
1472,650859,Batter,335,,,,,1,0,0,0
1473,650490,Batter,336,,,,,3,1,2,0
1474,668227,Batter,336,,,,,3,1,1,1
1475,683734,Batter,337,,,,,5,2,3,1
1476,547989,Batter,337,,,,,4,1,2,0
1477,572041,Batter,337,,,,,5,0,0,0
1478,660271,Batter,338,,,,,4,0,1,0
1479,650859,Batter,338,,,,,3,0,0,0
1480,646240,Batter,339,,,,,4,0,1,0
1481,502110,Batter,339,,,,,3,0,2,0
1482,593428,Batter,339,,,,,4,0,1,0
1483,657077,Batter,339,,,,,4,1,1,0
1484,595777,Batter,340,,,,,4,1,3,1
1485,630105,Batter,340,,,,,3,1,0,0
1486,592518,Batter,340,,,,,4,0,0,0
1487,572228,Batter,340,,,,,4,1,1,3
1488,673490,Batter,340,,,,,4,1,1,0
1489,663757,Batter,340,,,,,3,0,0,0
1490,607043,Batter,341,,,,,4,0,1,1
1491,516782,Batter,341,,,,,6,1,2,0
1492,596019,Batter,341,,,,,5,0,1,0
1493,624413,Batter,341,,,,,4,3,1,0
1494,592192,Batter,341,,,,,4,2,2,0
1495,500871,Batter,341,,,,,5,3,4,6
1496,643446,Batter,341,,,,,5,1,2,1
1497,683734,Batter,342,,,,,3,0,0,0
1498,547989,Batter,342,,,,,4,1,2,0
1499,572041,Batter,342,,,,,2,1,1,2
1500,605141,Batter,343,,,,,4,0,1,0
1501,518692,Batter,343,,,,,4,0,0,0
1502,607208,Batter,343,,,,,3,0,1,0
1503,669257,Batter,343,,,,,4,0,1,0
1504,641355,Batter,343,,,,,3,0,0,0
1505,593160,Batter,344,,,,,5,0,2,1
1506,643217,Batter,344,,,,,3,2,0,0
1507,677951,Batter,344,,,,,4,2,2,0
1508,669004,Batter,344,,,,,5,1,1,2
1509,467793,Batter,344,,,,,4,1,4,1
1510,543807,Batter,345,,,,,5,0,2,0
1511,666182,Batter,345,,,,,5,0,2,0
1512,665489,Batter,345,,,,,5,0,0,1
1513,656305,Batter,345,,,,,3,0,1,0
1514,660271,Batter,346,,,,,4,0,1,0
1515,502110,Batter,347,,,,,3,0,0,0
1516,593428,Batter,347,,,,,4,0,1,0
1517,657077,Batter,347,,,,,3,1,0,0
1518,621043,Batter,348,,,,,3,2,1,0
1519,570482,Batter,348,,,,,4,1,2,1
1520,518934,Batter,349,,,,,3,0,0,1
1521,592450,Batter,349,,,,,3,0,0,0
1522,519203,Batter,349,,,,,4,0,1,0
1523,518626,Batter,349,,,,,3,0,1,0
1524,650402,Batter,349,,,,,3,0,0,0
1525,643396,Batter,349,,,,,3,0,0,0
1526,663647,Batter,350,,,,,3,0,0,0
1527,668804,Batter,350,,,,,4,0,0,0
1528,570731,Batter,351,,,,,4,0,2,0
1529,595879,Batter,351,,,,,4,0,0,0
1530,595777,Batter,352,,,,,4,3,2,3
1531,630105,Batter,352,,,,,4,3,3,5
1532,592518,Batter,352,,,,,4,0,2,2
1533,572228,Batter,352,,,,,5,0,1,0
1534,663757,Batter,352,,,,,4,2,1,0
1535,673490,Batter,352,,,,,4,3,2,0
1536,607043,Batter,353,,,,,2,0,0,0
1537,592192,Batter,353,,,,,4,0,0,0
1538,596019,Batter,353,,,,,3,0,0,0
1539,500871,Batter,353,,,,,4,1,1,0
1540,643446,Batter,353,,,,,4,0,2,1
1541,605135,Pitcher,353,3.1,8,7,7,,,,
1542,683734,Batter,354,,,,,5,1,1,0
1543,547989,Batter,354,,,,,2,2,0,0
1544,572041,Batter,354,,,,,5,1,3,2
1545,656302,Pitcher,354,4.2,6,6,0,,,,
1546,605141,Batter,355,,,,,6,0,0,0
1547,518692,Batter,355,,,,,5,2,3,3
1548,607208,Batter,355,,,,,4,2,1,1
1549,571970,Batter,355,,,,,5,2,2,5
1550,669257,Batter,355,,,,,4,1,1,0
1551,641355,Batter,355,,,,,4,1,1,0
1552,542881,Pitcher,355,3.0,4,4,4,,,,
1553,664702,Batter,356,,,,,5,0,0,0
1554,680757,Batter,356,,,,,4,1,3,1
1555,608070,Batter,356,,,,,4,1,1,1
1556,665926,Batter,356,,,,,4,1,1,1
1557,643393,Batter,357,,,,,3,0,1,0
1558,669221,Batter,357,,,,,3,1,0,0
1559,462101,Batter,357,,,,,3,1,1,0
1560,664913,Batter,357,,,,,2,0,1,2
1561,660271,Batter,358,,,,,4,1,2,2
1562,660271,Pitcher,358,7.0,4,1,1,,,,
1563,646240,Batter,359,,,,,4,0,0,0
1564,502110,Batter,359,,,,,4,0,1,0
1565,657077,Batter,359,,,,,4,0,2,1
1566,601713,Pitcher,359,5.0,6,4,4,,,,
1567,542583,Batter,360,,,,,4,0,1,1
1568,500743,Batter,360,,,,,3,0,0,0
1569,657041,Batter,361,,,,,4,1,2,1
1570,665742,Batter,361,,,,,5,0,1,2
1571,605137,Batter,361,,,,,3,0,2,0
1572,592885,Batter,362,,,,,4,1,2,0
1573,642715,Batter,362,,,,,4,1,1,1
1574,642133,Batter,362,,,,,4,0,1,0
1575,457705,Batter,362,,,,,4,0,1,1
1576,592669,Batter,362,,,,,4,1,1,1
1577,669203,Pitcher,362,4.1,3,3,1,,,,
1578,656941,Batter,363,,,,,5,2,1,2
1579,656555,Batter,363,,,,,4,1,1,0
1580,592206,Batter,363,,,,,2,1,1,0
1581,592663,Batter,363,,,,,3,0,0,1
1582,664761,Batter,363,,,,,5,0,0,0
1583,650333,Batter,364,,,,,4,2,1,1
1584,621043,Batter,364,,,,,4,1,2,1
1585,570482,Batter,364,,,,,4,0,1,0
1586,518934,Batter,365,,,,,5,1,2,1
1587,592450,Batter,365,,,,,4,2,1,0
1588,519203,Batter,365,,,,,4,1,2,1
1589,518626,Batter,365,,,,,4,1,2,1
1590,650402,Batter,365,,,,,4,1,2,0
1591,643396,Batter,365,,,,,4,0,0,0
1592,543037,Pitcher,365,2.1,8,7,7,,,,
1593,680757,Batter,366,,,,,4,0,1,0
1594,642708,Batter,366,,,,,4,1,1,0
1595,608070,Batter,366,,,,,4,1,1,0
1596,665926,Batter,366,,,,,3,0,1,0
1597,664702,Batter,366,,,,,1,0,0,0
1598,643393,Batter,367,,,,,5,2,2,1
1599,664913,Batter,367,,,,,5,1,1,4
1600,669221,Batter,367,,,,,4,1,1,1
1601,462101,Batter,367,,,,,5,1,1,0
1602,660271,Batter,368,,,,,4,3,3,3
1603,650859,Batter,368,,,,,4,0,1,0
1604,607043,Batter,369,,,,,4,0,0,0
1605,592192,Batter,369,,,,,3,1,1,1
1606,596019,Batter,369,,,,,5,1,1,0
1607,624413,Batter,369,,,,,4,1,1,1
1608,643446,Batter,369,,,,,4,0,0,0
1609,500871,Batter,369,,,,,4,0,1,0
1610,592450,Batter,370,,,,,3,2,2,3
1611,518626,Batter,370,,,,,4,0,0,0
1612,519203,Batter,370,,,,,4,1,1,1
1613,650402,Batter,370,,,,,4,2,2,1
1614,643396,Batter,370,,,,,4,0,2,1
1615,656756,Pitcher,370,7.0,5,0,0,,,,
1616,621550,Batter,371,,,,,3,0,0,0
1617,664023,Batter,371,,,,,3,0,0,0
1618,663538,Batter,371,,,,,3,0,1,0
1619,595777,Batter,372,,,,,4,1,1,0
1620,630105,Batter,372,,,,,3,1,1,0
1621,592518,Batter,372,,,,,4,0,0,0
1622,572228,Batter,372,,,,,4,0,1,2
1623,673490,Batter,372,,,,,2,0,0,0
1624,663757,Batter,372,,,,,2,0,0,0
1625,453568,Batter,373,,,,,5,0,0,1
1626,663898,Batter,373,,,,,5,1,2,0
1627,543068,Batter,373,,,,,5,1,2,1
1628,545341,Batter,373,,,,,5,1,1,1
1629,641857,Batter,373,,,,,4,0,0,1
1630,607536,Pitcher,373,6.0,3,2,2,,,,
1631,573262,Batter,374,,,,,2,0,0,0
1632,527038,Batter,374,,,,,3,0,0,0
1633,642731,Batter,374,,,,,3,1,1,1
1634,605141,Batter,375,,,,,4,0,1,0
1635,518692,Batter,375,,,,,5,1,2,1
1636,607208,Batter,375,,,,,5,0,1,0
1637,571970,Batter,375,,,,,5,0,1,0
1638,669257,Batter,375,,,,,5,1,3,0
1639,641355,Batter,375,,,,,5,0,2,1
1640,570731,Batter,376,,,,,3,0,0,0
1641,595879,Batter,376,,,,,3,0,0,0
1642,543807,Batter,377,,,,,5,0,1,0
1643,666182,Batter,377,,,,,5,1,1,0
1644,665489,Batter,377,,,,,5,1,2,2
1645,672386,Batter,377,,,,,3,1,0,0
1646,606192,Batter,377,,,,,3,1,2,0
1647,650859,Batter,378,,,,,1,0,0,0
1648,607043,Batter,379,,,,,4,1,1,0
1649,516782,Batter,379,,,,,4,1,2,1
1650,596019,Batter,379,,,,,4,0,0,0
1651,624413,Batter,379,,,,,4,1,2,2
1652,592192,Batter,379,,,,,4,0,1,0
1653,500871,Batter,379,,,,,5,0,0,0
1654,643446,Batter,379,,,,,4,0,3,0
1655,592450,Batter,380,,,,,6,2,3,0
1656,519203,Batter,380,,,,,6,2,2,1
1657,518934,Batter,380,,,,,3,2,1,0
1658,643396,Batter,380,,,,,5,1,2,3
1659,592791,Pitcher,380,5.0,8,3,3,,,,
1660,664023,Batter,381,,,,,3,2,3,1
1661,621550,Batter,381,,,,,4,0,2,0
1662,663538,Batter,381,,,,,4,1,1,0
1663,664023,Batter,382,,,,,4,0,1,0
1664,621550,Batter,382,,,,,4,0,0,0
1665,663538,Batter,382,,,,,3,0,0,0
1666,595777,Batter,383,,,,,4,2,1,0
1667,630105,Batter,383,,,,,4,1,3,1
1668,592518,Batter,383,,,,,4,1,1,1
1669,572228,Batter,383,,,,,4,0,0,0
1670,673490,Batter,383,,,,,4,0,1,0
1671,663757,Batter,383,,,,,4,0,1,0
1672,506433,Pitcher,383,8.0,5,1,1,,,,
1673,543760,Batter,384,,,,,4,0,3,0
1674,608369,Batter,384,,,,,5,0,2,1
1675,666969,Batter,384,,,,,4,0,1,1
1676,663993,Batter,384,,,,,4,0,0,0
1677,514888,Batter,385,,,,,4,1,1,0
1678,608324,Batter,385,,,,,3,0,0,0
1679,670541,Batter,385,,,,,4,0,2,1
1680,663656,Batter,385,,,,,3,0,1,0
1681,493329,Batter,385,,,,,4,0,0,0
1682,665161,Batter,385,,,,,3,1,1,0
1683,595879,Batter,386,,,,,4,0,0,0
1684,570731,Batter,386,,,,,4,0,1,0
1685,572041,Batter,387,,,,,5,2,2,0
1686,683734,Batter,387,,,,,4,1,4,1
1687,547989,Batter,387,,,,,4,0,1,0
1688,656302,Pitcher,387,5.0,7,1,0,,,,
1689,605141,Batter,388,,,,,4,1,1,1
1690,518692,Batter,388,,,,,2,1,0,0
1691,607208,Batter,388,,,,,4,0,1,0
1692,571970,Batter,388,,,,,3,0,0,0
1693,669257,Batter,388,,,,,3,0,0,0
1694,641355,Batter,388,,,,,3,0,0,0
1695,621493,Batter,389,,,,,4,0,0,0
1696,660271,Batter,389,,,,,4,0,2,0
1697,650859,Batter,389,,,,,2,0,0,0
1698,518934,Batter,390,,,,,4,0,1,0
1699,592450,Batter,390,,,,,4,0,0,0
1700,519203,Batter,390,,,,,3,0,1,0
1701,650402,Batter,390,,,,,4,1,1,0
1702,643396,Batter,390,,,,,4,0,2,1
1703,543037,Pitcher,390,6.0,5,0,0,,,,
1704,650490,Batter,391,,,,,4,0,1,0
1705,668227,Batter,391,,,,,4,0,1,0
1706,446372,Pitcher,391,6.0,4,2,0,,,,
1707,657041,Batter,392,,,,,4,0,0,1
1708,514917,Batter,392,,,,,3,1,1,1
1709,443558,Batter,392,,,,,4,0,0,0
1710,605137,Batter,392,,,,,4,0,0,0
1711,660670,Batter,393,,,,,4,0,0,0
1712,621020,Batter,393,,,,,4,1,1,1
1713,663586,Batter,393,,,,,4,1,0,0
1714,621566,Batter,393,,,,,5,1,1,0
1715,542303,Batter,393,,,,,4,1,2,1
1716,608331,Pitcher,393,5.2,6,4,4,,,,
1717,570731,Batter,394,,,,,4,0,1,0
1718,572041,Batter,395,,,,,4,2,2,0
1719,683734,Batter,395,,,,,6,1,3,0
1720,547989,Batter,395,,,,,5,3,4,2
1721,605141,Batter,396,,,,,4,0,0,0
1722,518692,Batter,396,,,,,3,1,1,0
1723,607208,Batter,396,,,,,3,2,1,1
1724,669257,Batter,396,,,,,4,1,1,3
1725,571970,Batter,396,,,,,4,0,1,0
1726,641355,Batter,396,,,,,3,0,1,0
1727,542881,Pitcher,396,8.1,2,1,1,,,,
1728,621493,Batter,397,,,,,4,0,0,0
1729,660271,Batter,397,,,,,4,1,1,0
1730,650859,Batter,397,,,,,3,0,0,0
1731,607043,Batter,398,,,,,4,1,2,0
1732,516782,Batter,398,,,,,2,0,1,0
1733,596019,Batter,398,,,,,3,0,0,0
1734,624413,Batter,398,,,,,4,0,0,0
1735,643446,Batter,398,,,,,4,1,2,2
1736,500871,Batter,398,,,,,3,0,0,0
1737,592192,Batter,398,,,,,3,0,0,0
1738,592885,Batter,399,,,,,4,1,1,0
1739,642715,Batter,399,,,,,5,2,3,2
1740,457705,Batter,399,,,,,3,1,1,1
1741,592669,Batter,399,,,,,1,1,1,0
1742,669203,Pitcher,399,6.0,5,2,2,,,,
1743,656941,Batter,400,,,,,3,0,0,0
1744,656555,Batter,400,,,,,4,0,2,0
1745,592206,Batter,400,,,,,4,0,0,0
1746,664761,Batter,400,,,,,4,1,2,0
1747,592663,Batter,400,,,,,0,1,0,0
1748,502043,Pitcher,400,8.0,7,1,1,,,,
1749,542583,Batter,401,,,,,4,0,1,0
1750,500743,Batter,401,,,,,3,1,2,1
1751,624428,Batter,402,,,,,3,0,0,0
1752,664034,Batter,402,,,,,4,0,0,0
1753,677594,Batter,402,,,,,4,0,1,0
1754,553993,Batter,402,,,,,3,0,1,0
1755,608385,Batter,402,,,,,3,0,2,0
1756,594835,Pitcher,402,6.2,3,1,1,,,,
1757,621043,Batter,403,,,,,5,1,1,1
1758,570482,Batter,403,,,,,4,0,1,0
1759,650333,Batter,403,,,,,3,0,1,2
1760,595879,Batter,404,,,,,4,0,1,0
1761,570731,Batter,404,,,,,4,0,1,0
1762,543760,Batter,405,,,,,3,0,0,0
1763,608369,Batter,405,,,,,2,1,0,0
1764,666969,Batter,405,,,,,4,0,0,0
1765,663993,Batter,405,,,,,3,1,1,0
1766,527048,Pitcher,405,7.0,8,1,1,,,,
1767,518934,Batter,406,,,,,3,1,0,0
1768,592450,Batter,406,,,,,2,0,0,0
1769,519203,Batter,406,,,,,4,1,2,2
1770,518626,Batter,406,,,,,3,0,1,0
1771,643396,Batter,406,,,,,3,0,0,0
1772,650402,Batter,406,,,,,1,0,0,0
1773,650490,Batter,407,,,,,4,0,1,0
1774,668227,Batter,407,,,,,3,0,0,0
1775,641487,Batter,408,,,,,4,0,1,1
1776,677594,Batter,408,,,,,4,0,0,0
1777,608385,Batter,408,,,,,2,0,0,0
1778,553993,Batter,408,,,,,4,0,2,0
1779,624428,Batter,408,,,,,3,0,1,0
1780,621493,Batter,409,,,,,5,2,3,0
1781,660271,Batter,409,,,,,4,0,2,0
1782,650859,Batter,409,,,,,4,0,0,0
1783,660271,Pitcher,409,6.0,3,0,0,,,,
1784,662139,Batter,410,,,,,3,0,0,0
1785,668942,Batter,410,,,,,4,0,1,0
1786,572233,Batter,410,,,,,3,0,0,0
1787,650333,Batter,411,,,,,2,2,2,0
1788,621043,Batter,411,,,,,5,2,2,1
1789,570482,Batter,411,,,,,4,0,1,2
1790,646240,Batter,412,,,,,4,0,0,0
1791,502110,Batter,412,,,,,4,0,0,0
1792,593428,Batter,412,,,,,4,1,2,0
1793,669242,Batter,413,,,,,6,1,1,2
1794,502671,Batter,413,,,,,5,1,2,2
1795,571448,Batter,413,,,,,4,1,2,3
1796,595879,Batter,414,,,,,5,1,1,2
1797,570731,Batter,414,,,,,5,1,2,1
1798,543760,Batter,415,,,,,3,0,0,0
1799,608369,Batter,415,,,,,4,1,1,1
1800,666969,Batter,415,,,,,4,3,3,1
1801,663993,Batter,415,,,,,4,1,1,1
1802,607208,Batter,416,,,,,5,1,1,2
1803,518692,Batter,416,,,,,5,0,3,0
1804,669257,Batter,416,,,,,5,0,1,0
1805,571970,Batter,416,,,,,2,1,1,0
1806,641355,Batter,416,,,,,5,1,2,0
1807,628711,Pitcher,416,6.0,2,1,0,,,,
1808,664702,Batter,417,,,,,4,0,0,0
1809,642708,Batter,417,,,,,3,1,1,0
1810,665926,Batter,417,,,,,3,0,0,0
1811,680757,Batter,417,,,,,3,0,0,0
1812,615698,Pitcher,417,5.0,10,5,5,,,,
1813,677594,Batter,418,,,,,5,0,1,1
1814,664034,Batter,418,,,,,4,0,1,0
1815,641487,Batter,418,,,,,5,0,0,0
1816,553993,Batter,418,,,,,5,0,0,0
1817,608385,Batter,418,,,,,2,0,1,0
1818,624428,Batter,418,,,,,1,0,1,0
1819,621493,Batter,419,,,,,5,0,0,0
1820,660271,Batter,419,,,,,5,0,0,0
1821,650859,Batter,419,,,,,4,0,1,0
1822,646240,Batter,420,,,,,2,0,1,0
1823,502110,Batter,420,,,,,4,0,0,0
1824,593428,Batter,420,,,,,3,0,0,0
1825,657077,Batter,420,,,,,3,2,2,0
1826,601713,Pitcher,420,7.0,4,1,1,,,,
1827,669242,Batter,421,,,,,3,0,1,0
1828,502671,Batter,421,,,,,4,0,1,0
1829,571448,Batter,421,,,,,4,0,0,0
1830,514888,Batter,422,,,,,4,1,1,0
1831,608324,Batter,422,,,,,4,0,1,0
1832,663656,Batter,422,,,,,4,0,1,1
1833,493329,Batter,422,,,,,4,0,0,0
1834,683734,Batter,423,,,,,4,0,0,0
1835,547989,Batter,423,,,,,4,0,0,0
1836,572041,Batter,423,,,,,3,1,2,1
1837,543807,Batter,424,,,,,4,1,1,1
1838,666182,Batter,424,,,,,4,1,1,0
1839,665489,Batter,424,,,,,3,2,2,2
1840,672386,Batter,424,,,,,2,2,0,0
1841,606192,Batter,424,,,,,4,2,1,3
1842,656305,Batter,424,,,,,2,1,0,0
1843,518934,Batter,425,,,,,5,1,1,0
1844,592450,Batter,425,,,,,4,1,1,1
1845,518626,Batter,425,,,,,4,1,1,2
1846,650402,Batter,425,,,,,5,1,3,3
1847,519203,Batter,425,,,,,2,1,1,1
1848,592885,Batter,426,,,,,4,0,0,0
1849,642715,Batter,426,,,,,4,0,2,0
1850,642133,Batter,426,,,,,4,0,1,0
1851,457705,Batter,426,,,,,4,0,0,0
1852,592669,Batter,426,,,,,3,0,1,0
1853,669203,Pitcher,426,7.0,2,0,0,,,,
1854,669242,Batter,427,,,,,4,0,0,0
1855,502671,Batter,427,,,,,4,0,0,0
1856,571448,Batter,427,,,,,4,0,0,0
1857,571945,Pitcher,427,6.1,4,2,2,,,,
1858,607043,Batter,428,,,,,5,2,3,0
1859,516782,Batter,428,,,,,4,0,1,0
1860,596019,Batter,428,,,,,5,0,1,0
1861,624413,Batter,428,,,,,3,0,0,1
1862,592192,Batter,428,,,,,3,0,0,1
1863,643446,Batter,428,,,,,2,1,1,0
1864,500871,Batter,428,,,,,3,0,1,3
1865,500743,Batter,429,,,,,4,0,2,0
1866,660670,Batter,430,,,,,5,2,3,2
1867,621020,Batter,430,,,,,5,2,2,0
1868,663586,Batter,430,,,,,4,1,1,0
1869,621566,Batter,430,,,,,5,2,2,5
1870,542303,Batter,430,,,,,5,1,1,2
1871,573262,Batter,431,,,,,4,1,1,2
1872,642731,Batter,431,,,,,5,1,2,1
1873,527038,Batter,431,,,,,3,1,2,2
1874,669221,Batter,432,,,,,3,0,0,0
1875,462101,Batter,432,,,,,4,0,0,0
1876,641487,Batter,433,,,,,5,0,0,0
1877,664034,Batter,433,,,,,5,2,3,1
1878,677594,Batter,433,,,,,4,2,3,2
1879,608385,Batter,433,,,,,4,1,2,2
1880,553993,Batter,433,,,,,4,1,1,1
1881,624428,Batter,433,,,,,2,0,0,0
1882,594835,Pitcher,433,7.0,7,2,2,,,,
1883,663757,Batter,434,,,,,5,0,0,0
1884,595777,Batter,434,,,,,2,0,0,0
1885,630105,Batter,434,,,,,5,0,0,0
1886,572228,Batter,434,,,,,2,0,0,0
1887,673490,Batter,434,,,,,4,0,1,0
1888,662139,Batter,435,,,,,5,0,0,0
1889,606466,Batter,435,,,,,4,0,0,0
1890,572233,Batter,435,,,,,5,0,2,0
1891,668942,Batter,435,,,,,2,0,0,0
1892,668678,Pitcher,435,6.0,4,2,1,,,,
1893,502110,Batter,436,,,,,3,1,0,0
1894,593428,Batter,436,,,,,3,0,1,0
1895,657077,Batter,436,,,,,4,0,1,2
1896,595879,Batter,437,,,,,3,1,2,2
1897,570731,Batter,437,,,,,3,0,1,0
1898,683734,Batter,438,,,,,5,1,3,0
1899,547989,Batter,438,,,,,3,1,1,0
1900,572041,Batter,438,,,,,3,0,1,1
1901,666182,Batter,439,,,,,5,1,2,4
1902,665489,Batter,439,,,,,5,1,1,0
1903,672386,Batter,439,,,,,5,1,2,2
1904,606192,Batter,439,,,,,4,1,2,2
1905,656305,Batter,439,,,,,4,1,1,0
1906,514888,Batter,440,,,,,3,1,0,0
1907,608324,Batter,440,,,,,3,1,2,2
1908,670541,Batter,440,,,,,4,2,2,2
1909,663656,Batter,440,,,,,3,0,0,0
1910,493329,Batter,440,,,,,4,0,0,0
1911,607043,Batter,441,,,,,3,1,1,1
1912,516782,Batter,441,,,,,3,1,1,1
1913,596019,Batter,441,,,,,4,0,2,0
1914,624413,Batter,441,,,,,3,0,0,1
1915,592192,Batter,441,,,,,3,0,0,0
1916,500871,Batter,441,,,,,4,0,1,0
1917,621020,Batter,442,,,,,4,3,3,3
1918,542303,Batter,442,,,,,2,0,0,1
1919,621566,Batter,442,,,,,4,0,0,0
1920,657140,Pitcher,442,5.1,10,4,4,,,,
1921,573262,Batter,443,,,,,5,0,0,0
1922,527038,Batter,443,,,,,5,0,2,0
1923,642731,Batter,443,,,,,3,1,1,1
1924,683734,Batter,444,,,,,5,0,1,0
1925,572041,Batter,444,,,,,4,0,0,0
1926,547989,Batter,444,,,,,4,0,2,0
1927,656775,Batter,445,,,,,5,0,2,1
1928,641820,Batter,445,,,,,5,0,1,0
1929,623993,Batter,445,,,,,4,0,0,0
1930,669720,Batter,445,,,,,4,1,1,0
1931,663624,Batter,445,,,,,4,1,3,0
1932,622761,Batter,445,,,,,4,0,1,0
1933,542583,Batter,446,,,,,3,1,2,0
1934,500743,Batter,446,,,,,4,0,1,1
1935,543068,Batter,447,,,,,4,1,0,0
1936,663898,Batter,447,,,,,5,1,4,1
1937,641857,Batter,447,,,,,5,0,2,1
1938,607536,Pitcher,447,7.0,7,2,2,,,,
1939,518934,Batter,448,,,,,3,1,0,0
1940,592450,Batter,448,,,,,5,1,2,1
1941,519203,Batter,448,,,,,3,0,0,0
1942,650402,Batter,448,,,,,3,1,0,0
1943,643396,Batter,448,,,,,4,0,1,0
1944,592791,Pitcher,448,5.2,10,6,6,,,,
1945,514888,Batter,449,,,,,4,2,3,0
1946,608324,Batter,449,,,,,4,2,2,3
1947,670541,Batter,449,,,,,5,1,2,3
1948,663656,Batter,449,,,,,4,0,2,0
1949,493329,Batter,449,,,,,4,0,1,0
1950,664285,Pitcher,449,6.0,2,3,3,,,,
1951,542583,Batter,450,,,,,4,0,0,0
1952,645261,Pitcher,450,7.0,6,5,4,,,,
1953,607043,Batter,451,,,,,4,1,1,0
1954,516782,Batter,451,,,,,4,1,0,0
1955,596019,Batter,451,,,,,4,1,2,4
1956,624413,Batter,451,,,,,4,0,0,0
1957,592192,Batter,451,,,,,4,1,1,1
1958,500871,Batter,451,,,,,3,0,0,0
1959,660670,Batter,452,,,,,4,1,1,0
1960,621020,Batter,452,,,,,4,1,2,2
1961,621566,Batter,452,,,,,3,0,0,0
1962,663586,Batter,452,,,,,4,0,2,1
1963,542303,Batter,452,,,,,3,1,1,2
1964,608331,Pitcher,452,6.2,6,2,2,,,,
1965,607208,Batter,453,,,,,4,0,2,0
1966,518692,Batter,453,,,,,4,0,1,0
1967,669257,Batter,453,,,,,4,1,1,1
1968,641355,Batter,453,,,,,4,0,2,1
1969,571970,Batter,453,,,,,1,0,0,0
1970,621493,Batter,454,,,,,5,0,1,0
1971,660271,Batter,454,,,,,4,1,1,1
1972,650859,Batter,454,,,,,4,0,2,0
1973,641487,Batter,455,,,,,4,1,0,0
1974,677594,Batter,455,,,,,4,2,1,1
1975,553993,Batter,455,,,,,5,0,2,0
1976,608385,Batter,455,,,,,4,0,2,1
1977,624428,Batter,455,,,,,1,0,0,0
1978,669302,Pitcher,455,5.2,9,3,3,,,,
1979,650333,Batter,456,,,,,5,1,2,1
1980,621043,Batter,456,,,,,4,1,1,0
