Id,PlayerType,MonthType,MonthTypeV,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
592669,Batter,Away Games,1,,,,,,,,,,,,,,,,258,237,31,55,9,1,18,39,18,64,1,1,1,.232,.288,.506,.794
592669,Batter,Home Games,0,,,,,,,,,,,,,,,,264,237,31,66,14,0,11,33,21,57,0,0,3,.278,.342,.477,.819
669257,Batter,Away Games,1,,,,,,,,,,,,,,,,301,265,37,73,15,1,14,44,28,47,0,0,5,.275,.352,.498,.850
669257,Batter,Home Games,0,,,,,,,,,,,,,,,,277,243,31,59,11,2,10,43,28,49,1,0,5,.243,.332,.428,.760
672386,Batter,Away Games,1,,,,,,,,,,,,,,,,298,262,33,82,10,0,6,33,32,31,0,0,1,.313,.386,.420,.806
672386,Batter,Home Games,0,,,,,,,,,,,,,,,,243,208,26,52,9,0,8,30,31,27,0,0,3,.250,.354,.409,.763
571448,Batter,Away Games,1,,,,,,,,,,,,,,,,316,284,35,86,22,1,16,53,25,42,2,1,5,.303,.367,.556,.923
571448,Batter,Home Games,0,,,,,,,,,,,,,,,,304,273,38,77,20,0,14,50,27,30,3,2,2,.282,.349,.509,.858
664761,Batter,Away Games,1,,,,,,,,,,,,,,,,328,305,41,82,12,1,7,25,15,55,2,1,2,.269,.302,.384,.686
664761,Batter,Home Games,0,,,,,,,,,,,,,,,,303,281,38,82,12,2,6,47,16,55,0,2,2,.292,.330,.413,.743
630105,Batter,Away Games,1,,,,,,,,,,,,,,,,366,312,53,81,19,4,8,52,39,61,1,0,8,.260,.350,.423,.773
630105,Batter,Home Games,0,,,,,,,,,,,,,,,,318,275,35,59,11,0,9,36,31,70,2,0,8,.215,.311,.353,.664
595777,Batter,Away Games,1,,,,,,,,,,,,,,,,336,296,43,70,20,0,6,31,35,57,3,1,1,.236,.318,.365,.683
595777,Batter,Home Games,0,,,,,,,,,,,,,,,,322,279,39,70,16,2,9,27,38,46,2,0,3,.251,.345,.419,.764
518692,Batter,Away Games,1,,,,,,,,,,,,,,,,368,320,64,109,29,1,12,55,41,54,10,0,4,.341,.418,.550,.968
518692,Batter,Home Games,0,,,,,,,,,,,,,,,,340,292,53,90,18,1,9,45,43,48,3,3,1,.308,.394,.469,.863
592663,Batter,Away Games,1,,,,,,,,,,,,,,,,282,249,35,59,10,2,10,34,23,62,11,1,7,.237,.316,.414,.730
592663,Batter,Home Games,0,,,,,,,,,,,,,,,,280,255,40,80,16,3,12,50,18,57,10,0,5,.314,.368,.541,.909
592662,Pitcher,Away Games,1,6,6,4.69,14,14,0,78.2,339,79,42,41,16,33,89,1.42,,,,,,,,,,,,,,,,,
592662,Pitcher,Home Games,0,6,6,3.02,18,18,0,110.1,436,84,38,37,16,29,123,1.02,,,,,,,,,,,,,,,,,
664913,Batter,Away Games,1,,,,,,,,,,,,,,,,290,259,29,58,13,0,17,48,29,82,7,2,1,.224,.303,.471,.774
664913,Batter,Home Games,0,,,,,,,,,,,,,,,,265,241,26,57,13,3,8,25,22,64,4,0,2,.237,.306,.415,.721
657277,Pitcher,Away Games,1,6,3,2.89,15,15,0,93.1,371,74,37,30,9,23,74,1.04,,,,,,,,,,,,,,,,,
657277,Pitcher,Home Games,0,9,6,2.91,17,17,0,99.0,416,100,39,32,2,26,89,1.27,,,,,,,,,,,,,,,,,
605397,Pitcher,Away Games,1,7,3,3.01,14,14,0,86.2,355,75,36,29,8,17,89,1.06,,,,,,,,,,,,,,,,,
