Id,PlayerType,MonthType,MonthTypeV,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
592192,Batter,vs Left,0,,,,,,,,,,,,,,,,191,166,,40,8,0,6,23,19,34,,,5,.241,.335,.398,.733
592192,Batter,vs Right,1,,,,,,,,,,,,,,,,351,296,,83,16,0,7,38,29,63,,,23,.280,.385,.405,.790
656302,Pitcher,vs Left,0,,,,32,,,85.2,367,70,,,6,44,98,1.33,,,,,,,,,,,,,,,,,
656302,Pitcher,vs Right,1,,,,32,,,97.1,380,56,,,10,34,129,0.92,,,,,,,,,,,,,,,,,
506433,Pitcher,vs Left,0,,,,30,,,108.0,418,72,,,10,22,120,0.87,,,,,,,,,,,,,,,,,
506433,Pitcher,vs Right,1,,,,30,,,86.1,353,76,,,12,15,77,1.05,,,,,,,,,,,,,,,,,
665489,Batter,vs Left,0,,,,,,,,,,,,,,,,122,110,,27,4,0,4,12,12,12,,,0,.245,.320,.391,.711
665489,Batter,vs Right,1,,,,,,,,,,,,,,,,584,528,,148,31,0,28,85,46,104,,,6,.280,.342,.498,.840
607536,Pitcher,vs Left,0,,,,28,,,35.0,170,47,,,7,11,32,1.66,,,,,,,,,,,,,,,,,
607536,Pitcher,vs Right,1,,,,31,,,137.2,596,146,,,12,42,99,1.37,,,,,,,,,,,,,,,,,
643217,Batter,vs Left,0,,,,,,,,,,,,,,,,34,28,,7,1,1,0,1,5,7,,,0,.250,.364,.357,.721
643217,Batter,vs Right,1,,,,,,,,,,,,,,,,97,86,,22,8,0,2,11,8,18,,,1,.256,.320,.419,.739
543068,Batter,vs Left,0,,,,,,,,,,,,,,,,197,178,,37,4,2,10,37,16,56,,,1,.208,.274,.421,.695
543068,Batter,vs Right,1,,,,,,,,,,,,,,,,435,397,,111,24,1,19,65,27,108,,,7,.280,.334,.489,.823
665926,Batter,vs Left,0,,,,,,,,,,,,,,,,128,113,,38,5,0,4,14,7,21,,,5,.336,.400,.487,.887
665926,Batter,vs Right,1,,,,,,,,,,,,,,,,429,378,,108,21,3,13,55,27,91,,,20,.286,.362,.460,.822
624413,Batter,vs Left,0,,,,,,,,,,,,,,,,176,146,,36,6,0,9,25,26,35,,,2,.247,.364,.473,.837
624413,Batter,vs Right,1,,,,,,,,,,,,,,,,509,451,,126,21,0,31,106,41,93,,,10,.279,.348,.532,.880
621020,Batter,vs Left,0,,,,,,,,,,,,,,,,176,158,,47,10,0,6,14,17,43,,,1,.297,.369,.475,.844
621020,Batter,vs Right,1,,,,,,,,,,,,,,,,520,482,,130,22,1,19,82,32,139,,,2,.270,.315,.438,.753
669203,Pitcher,vs Left,0,,,,33,,,102.0,407,76,,,10,28,124,1.02,,,,,,,,,,,,,,,,,
669203,Pitcher,vs Right,1,,,,33,,,99.1,390,68,,,13,23,119,0.92,,,,,,,,,,,,,,,,,
669720,Batter,vs Left,0,,,,,,,,,,,,,,,,160,146,,36,7,1,4,6,11,33,,,3,.247,.313,.390,.703
669720,Batter,vs Right,1,,,,,,,,,,,,,,,,422,389,,98,28,1,12,54,23,81,,,7,.252,.303,.422,.725
593428,Batter,vs Left,0,,,,,,,,,,,,,,,,145,123,,47,11,0,4,21,20,23,,,1,.382,.469,.569,1.038
593428,Batter,vs Right,1,,,,,,,,,,,,,,,,486,434,,124,27,0,11,52,37,95,,,9,.286,.350,.424,.774
571657,Batter,vs Left,0,,,,,,,,,,,,,,,,158,139,,43,10,1,8,35,13,26,,,4,.309,.380,.568,.948
571657,Batter,vs Right,1,,,,,,,,,,,,,,,,425,387,,91,15,0,6,43,20,73,,,12,.235,.291,.320,.611
572228,Batter,vs Left,0,,,,,,,,,,,,,,,,106,87,,15,5,0,0,11,16,38,,,2,.172,.311,.230,.541
572228,Batter,vs Right,1,,,,,,,,,,,,,,,,238,211,,52,13,0,13,37,23,72,,,1,.246,.319,.493,.812
664034,Batter,vs Left,0,,,,,,,,,,,,,,,,172,154,,42,9,0,3,23,9,33,,,8,.273,.345,.390,.735
664034,Batter,vs Right,1,,,,,,,,,,,,,,,,441,397,,109,18,1,17,60,26,61,,,13,.275,.336,.453,.789
592450,Batter,vs Left,0,,,,,,,,,,,,,,,,167,135,,37,5,0,14,35,26,50,,,1,.274,.388,.622,1.010
592450,Batter,vs Right,1,,,,,,,,,,,,,,,,529,435,,140,23,0,48,96,85,125,,,5,.322,.436,.706,1.142
596019,Batter,vs Left,0,,,,,,,,,,,,,,,,208,188,,51,8,0,9,30,14,35,,,3,.271,.327,.457,.784
596019,Batter,vs Right,1,,,,,,,,,,,,,,,,498,442,,119,17,5,17,77,45,98,,,7,.269,.343,.446,.789
592332,Pitcher,vs Left,0,,,,30,,,73.2,291,69,,,4,6,76,1.02,,,,,,,,,,,,,,,,,
592332,Pitcher,vs Right,1,,,,31,,,99.2,434,119,,,11,22,129,1.41,,,,,,,,,,,,,,,,,
467793,Batter,vs Left,0,,,,,,,,,,,,,,,,83,70,,17,4,0,2,13,10,12,,,2,.243,.349,.386,.735
467793,Batter,vs Right,1,,,,,,,,,,,,,,,,211,185,,32,4,0,13,26,25,48,,,0,.173,.270,.405,.675
664702,Batter,vs Left,0,,,,,,,,,,,,,,,,142,129,,34,8,0,0,8,12,25,,,0,.264,.324,.326,.650
664702,Batter,vs Right,1,,,,,,,,,,,,,,,,454,406,,84,14,3,0,24,42,62,,,1,.207,.281,.256,.537
443558,Batter,vs Left,0,,,,,,,,,,,,,,,,175,149,,37,5,0,5,27,19,30,,,4,.248,.345,.383,.728
443558,Batter,vs Right,1,,,,,,,,,,,,,,,,332,299,,68,11,0,5,37,30,89,,,0,.227,.297,.314,.611
608331,Pitcher,vs Left,0,,,,28,,,42.1,164,32,,,2,8,42,0.94,,,,,,,,,,,,,,,,,
608331,Pitcher,vs Right,1,,,,30,,,142.0,569,124,,,10,24,128,1.04,,,,,,,,,,,,,,,,,
656775,Batter,vs Left,0,,,,,,,,,,,,,,,,197,182,,38,5,1,4,15,11,48,,,3,.209,.265,.313,.578
656775,Batter,vs Right,1,,,,,,,,,,,,,,,,475,426,,119,27,3,12,49,36,78,,,6,.279,.340,.441,.781
542881,Pitcher,vs Left,0,,,,26,,,32.1,134,29,,,3,4,27,1.02,,,,,,,,,,,,,,,,,
542881,Pitcher,vs Right,1,,,,30,,,146.0,573,116,,,11,30,111,1.00,,,,,,,,,,,,,,,,,
666969,Batter,vs Left,0,,,,,,,,,,,,,,,,206,187,,44,12,1,8,29,18,53,,,0,.235,.301,.439,.740
666969,Batter,vs Right,1,,,,,,,,,,,,,,,,451,418,,107,22,4,19,72,22,130,,,6,.256,.299,.464,.763
670541,Batter,vs Left,0,,,,,,,,,,,,,,,,192,162,,52,13,0,10,33,25,37,,,2,.321,.411,.586,.997
670541,Batter,vs Right,1,,,,,,,,,,,,,,,,369,308,,92,16,2,27,64,53,69,,,4,.299,.404,.627,1.031
595879,Batter,vs Left,0,,,,,,,,,,,,,,,,144,136,,41,9,2,5,24,6,30,,,0,.301,.326,.507,.833
595879,Batter,vs Right,1,,,,,,,,,,,,,,,,446,419,,91,18,2,12,43,20,117,,,6,.217,.262,.356,.618
571945,Pitcher,vs Left,0,,,,33,,,98.1,384,74,,,11,18,76,0.94,,,,,,,,,,,,,,,,,
571945,Pitcher,vs Right,1,,,,33,,,104.0,421,96,,,14,21,77,1.13,,,,,,,,,,,,,,,,,
621493,Batter,vs Left,0,,,,,,,,,,,,,,,,164,142,,38,5,1,4,14,20,31,,,0,.268,.354,.401,.755
621493,Batter,vs Right,1,,,,,,,,,,,,,,,,400,353,,101,17,1,19,51,40,89,,,4,.286,.363,.501,.864
650333,Batter,vs Left,0,,,,,,,,,,,,,,,,124,113,,30,2,1,2,7,10,9,,,1,.265,.331,.354,.685
650333,Batter,vs Right,1,,,,,,,,,,,,,,,,479,434,,143,29,0,6,42,40,34,,,2,.329,.386,.438,.824
543037,Pitcher,vs Left,0,,,,33,,,91.0,355,59,,,17,30,129,0.98,,,,,,,,,,,,,,,,,
543037,Pitcher,vs Right,1,,,,33,,,108.2,438,95,,,16,20,128,1.06,,,,,,,,,,,,,,,,,
668942,Batter,vs Left,0,,,,,,,,,,,,,,,,129,111,,27,4,0,2,12,14,35,,,1,.243,.333,.333,.666
668942,Batter,vs Right,1,,,,,,,,,,,,,,,,381,332,,92,21,1,7,44,41,63,,,1,.277,.354,.410,.764
570731,Batter,vs Left,0,,,,,,,,,,,,,,,,122,113,,21,5,0,2,10,5,26,,,1,.186,.221,.283,.504
570731,Batter,vs Right,1,,,,,,,,,,,,,,,,388,368,,76,18,1,9,28,14,81,,,5,.207,.245,.334,.579
500743,Batter,vs Left,0,,,,,,,,,,,,,,,,131,121,,26,6,0,1,5,7,14,,,3,.215,.275,.289,.564
500743,Batter,vs Right,1,,,,,,,,,,,,,,,,376,350,,85,13,2,5,31,19,47,,,3,.243,.285,.334,.619
650859,Batter,vs Left,0,,,,,,,,,,,,,,,,172,165,,52,7,1,11,22,5,18,,,1,.315,.339,.570,.909
650859,Batter,vs Right,1,,,,,,,,,,,,,,,,339,324,,77,15,3,6,30,12,61,,,3,.238,.271,.358,.629
592885,Batter,vs Left,0,,,,,,,,,,,,,,,,203,182,,47,2,1,5,13,18,50,,,2,.258,.332,.363,.695
592885,Batter,vs Right,1,,,,,,,,,,,,,,,,468,393,,98,23,3,9,44,70,112,,,3,.249,.365,.392,.757
645261,Pitcher,vs Left,0,,,,32,,,125.2,480,87,,,8,29,98,0.92,,,,,,,,,,,,,,,,,
645261,Pitcher,vs Right,1,,,,32,,,101.2,406,87,,,8,21,109,1.06,,,,,,,,,,,,,,,,,
572233,Batter,vs Left,0,,,,,,,,,,,,,,,,159,138,,36,9,1,7,18,19,30,,,1,.261,.352,.493,.845
572233,Batter,vs Right,1,,,,,,,,,,,,,,,,508,445,,105,16,1,29,76,50,101,,,7,.236,.319,.472,.791
462101,Batter,vs Left,0,,,,,,,,,,,,,,,,113,102,,26,7,0,3,10,11,18,,,0,.255,.327,.412,.739
462101,Batter,vs Right,1,,,,,,,,,,,,,,,,273,252,,58,17,0,5,20,19,44,,,2,.230,.289,.357,.646
663647,Batter,vs Left,0,,,,,,,,,,,,,,,,169,152,,41,8,1,4,11,16,21,,,1,.270,.343,.414,.757
663647,Batter,vs Right,1,,,,,,,,,,,,,,,,391,353,,82,16,2,3,30,32,101,,,4,.232,.302,.314,.616
642708,Batter,vs Left,0,,,,,,,,,,,,,,,,159,149,,44,11,1,4,16,8,30,,,1,.295,.333,.463,.796
642708,Batter,vs Right,1,,,,,,,,,,,,,,,,511,488,,136,15,8,7,55,17,81,,,3,.279,.305,.385,.690
608324,Batter,vs Left,0,,,,,,,,,,,,,,,,226,187,,42,13,0,4,20,32,23,,,4,.225,.345,.358,.703
608324,Batter,vs Right,1,,,,,,,,,,,,,,,,430,361,,100,25,0,19,73,55,54,,,7,.277,.377,.504,.881
608566,Pitcher,vs Left,0,,,,31,,,94.2,424,104,,,17,42,82,1.54,,,,,,,,,,,,,,,,,
608566,Pitcher,vs Right,1,,,,31,,,86.1,355,81,,,13,21,68,1.18,,,,,,,,,,,,,,,,,
607074,Pitcher,vs Left,0,,,,26,,,34.1,137,22,,,2,12,49,0.99,,,,,,,,,,,,,,,,,
607074,Pitcher,vs Right,1,,,,31,,,143.0,573,109,,,10,40,188,1.04,,,,,,,,,,,,,,,,,
553993,Batter,vs Left,0,,,,,,,,,,,,,,,,153,130,,35,9,1,8,23,21,42,,,1,.269,.373,.538,.911
553993,Batter,vs Right,1,,,,,,,,,,,,,,,,476,413,,93,15,1,23,64,52,154,,,7,.225,.319,.433,.752
683734,Batter,vs Left,0,,,,,,,,,,,,,,,,124,114,,35,5,0,1,13,10,14,,,0,.307,.363,.377,.740
683734,Batter,vs Right,1,,,,,,,,,,,,,,,,431,396,,103,23,1,16,63,21,82,,,9,.260,.309,.444,.753
500871,Batter,vs Left,0,,,,,,,,,,,,,,,,174,162,,42,11,2,9,31,9,41,,,1,.259,.299,.519,.818
500871,Batter,vs Right,1,,,,,,,,,,,,,,,,368,333,,77,15,2,11,38,31,88,,,0,.231,.293,.387,.680
545341,Batter,vs Left,0,,,,,,,,,,,,,,,,180,172,,53,12,2,11,37,7,41,,,0,.308,.333,.593,.926
545341,Batter,vs Right,1,,,,,,,,,,,,,,,,358,334,,78,9,1,8,36,17,86,,,6,.234,.282,.338,.620
641857,Batter,vs Left,0,,,,,,,,,,,,,,,,172,149,,34,3,1,3,18,19,42,,,2,.228,.320,.322,.642
641857,Batter,vs Right,1,,,,,,,,,,,,,,,,425,380,,96,20,2,17,49,41,116,,,3,.253,.329,.450,.779
621244,Pitcher,vs Left,0,,,,32,,,88.2,397,108,,,20,24,68,1.49,,,,,,,,,,,,,,,,,
621244,Pitcher,vs Right,1,,,,32,,,82.0,356,91,,,9,21,81,1.37,,,,,,,,,,,,,,,,,
669221,Batter,vs Left,0,,,,,,,,,,,,,,,,162,132,,32,8,1,7,21,24,30,,,4,.242,.370,.477,.847
669221,Batter,vs Right,1,,,,,,,,,,,,,,,,450,405,,102,29,1,11,45,32,94,,,9,.252,.318,.410,.728
547989,Batter,vs Left,0,,,,,,,,,,,,,,,,137,119,,35,9,0,4,17,17,29,,,1,.294,.387,.471,.858
547989,Batter,vs Right,1,,,,,,,,,,,,,,,,542,482,,148,31,0,11,58,45,81,,,11,.307,.376,.440,.816
592518,Batter,vs Left,0,,,,,,,,,,,,,,,,184,162,,42,5,0,12,22,21,33,,,0,.259,.342,.512,.854
592518,Batter,vs Right,1,,,,,,,,,,,,,,,,460,416,,130,32,1,20,80,42,100,,,1,.313,.376,.538,.914
656305,Batter,vs Left,0,,,,,,,,,,,,,,,,118,106,,26,7,0,4,12,10,30,,,2,.245,.322,.425,.747
656305,Batter,vs Right,1,,,,,,,,,,,,,,,,503,432,,97,20,1,23,64,58,140,,,8,.225,.324,.435,.759
646240,Batter,vs Left,0,,,,,,,,,,,,,,,,162,151,,41,11,0,4,26,7,42,,,3,.272,.315,.424,.739
646240,Batter,vs Right,1,,,,,,,,,,,,,,,,452,404,,123,31,1,23,62,43,72,,,3,.304,.374,.557,.931
663757,Batter,vs Left,0,,,,,,,,,,,,,,,,134,118,,24,4,0,5,13,9,35,,,2,.203,.269,.364,.633
663757,Batter,vs Right,1,,,,,,,,,,,,,,,,390,333,,59,12,2,12,40,48,115,,,5,.177,.289,.333,.622
663993,Batter,vs Left,0,,,,,,,,,,,,,,,,211,194,,64,8,1,10,29,14,41,,,3,.330,.384,.536,.920
663993,Batter,vs Right,1,,,,,,,,,,,,,,,,434,399,,115,18,2,17,47,34,106,,,1,.288,.346,.471,.817
656555,Batter,vs Left,0,,,,,,,,,,,,,,,,174,147,,42,12,2,8,20,22,41,,,3,.286,.387,.558,.945
656555,Batter,vs Right,1,,,,,,,,,,,,,,,,498,442,,103,21,0,22,59,50,128,,,3,.233,.313,.430,.743
542583,Batter,vs Left,0,,,,,,,,,,,,,,,,103,92,,20,3,0,3,9,8,31,,,1,.217,.284,.348,.632
542583,Batter,vs Right,1,,,,,,,,,,,,,,,,31,29,,9,1,0,1,2,1,9,,,0,.310,.333,.448,.781
680757,Batter,vs Left,0,,,,,,,,,,,,,,,,140,130,,37,4,0,0,11,6,21,,,2,.285,.324,.315,.639
680757,Batter,vs Right,1,,,,,,,,,,,,,,,,498,433,,131,21,7,6,41,56,39,,,5,.303,.386,.425,.811
668804,Batter,vs Left,0,,,,,,,,,,,,,,,,171,154,,42,5,0,7,18,15,38,,,2,.273,.345,.442,.787
668804,Batter,vs Right,1,,,,,,,,,,,,,,,,443,388,,100,14,4,20,44,41,103,,,12,.258,.345,.469,.814
677594,Batter,vs Left,0,,,,,,,,,,,,,,,,135,120,,33,3,0,7,18,15,40,,,0,.275,.356,.475,.831
677594,Batter,vs Right,1,,,,,,,,,,,,,,,,425,391,,112,22,3,21,57,25,105,,,8,.286,.341,.519,.860
642715,Batter,vs Left,0,,,,,,,,,,,,,,,,168,152,,34,12,0,5,20,16,50,,,0,.224,.298,.401,.699
642715,Batter,vs Right,1,,,,,,,,,,,,,,,,449,411,,100,19,0,26,78,33,116,,,1,.243,.298,.479,.777
