PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
Morton,4.1,9,4,4,1,4,1,5.28
"Strider(W, 1-1)",2.2,0,0,0,2,5,0,2.22
McHugh,2.0,2,0,0,0,0,0,3.71
,9.0,11,4,4,3,9,1,
