Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,2 Teams,,Minors,DH,7,7,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,CF,35,35,310.0,65,63,2,0,0,,1.000
2015,Eugene Emeralds,NWL,A(Short),CF,28,28,248.0,45,43,2,0,0,,1.000
2015,Eugene Emeralds,NWL,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
2015,South Bend Cubs,MID,A(Full),LF,14,14,123.0,30,29,1,0,1,,1.000
2015,South Bend Cubs,MID,A(Full),CF,7,7,62.0,20,20,0,0,0,,1.000
2015,South Bend Cubs,MID,A(Full),RF,12,11,96.2,23,22,0,1,0,,.957
2015,South Bend Cubs,MID,A(Full),DH,6,6,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,LF,13,12,110.0,27,26,0,1,0,,.963
2016,2 Teams,,Minors,DH,18,18,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,2B,92,91,780.2,425,163,249,13,58,,.969
2016,Myrtle Beach Pelicans,CAR,A(Adv),2B,50,50,425.2,209,83,119,7,27,,.967
2016,Myrtle Beach Pelicans,CAR,A(Adv),LF,6,6,55.0,11,11,0,0,0,,1.000
2016,Myrtle Beach Pelicans,CAR,A(Adv),DH,13,13,0.0,0,0,0,0,0,,.000
2016,Tennessee Smokies,SOU,AA,2B,42,41,355.0,216,80,130,6,31,,.972
2016,Tennessee Smokies,SOU,AA,LF,7,6,55.0,16,15,0,1,0,,.938
2016,Tennessee Smokies,SOU,AA,CF,4,3,27.0,8,8,0,0,0,,1.000
2016,Tennessee Smokies,SOU,AA,RF,7,7,59.1,12,8,1,3,0,,.750
2016,Tennessee Smokies,SOU,AA,DH,5,5,0.0,0,0,0,0,0,,.000
2017,Iowa Cubs,PCL,AAA,2B,16,16,131.1,78,27,47,4,14,,.949
2017,Iowa Cubs,PCL,AAA,LF,3,1,11.2,2,2,0,0,0,,1.000
2017,Iowa Cubs,PCL,AAA,CF,6,4,40.0,17,16,1,0,0,,1.000
2017,Iowa Cubs,PCL,AAA,RF,4,3,30.0,11,10,0,1,0,,.909
2017,Iowa Cubs,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2019,Iowa Cubs,PCL,AAA,2B,20,14,134.2,60,17,43,0,12,,1.000
2019,Iowa Cubs,PCL,AAA,LF,2,2,19.0,5,5,0,0,0,,1.000
2019,Iowa Cubs,PCL,AAA,CF,79,76,642.0,162,155,4,3,1,,.981
2019,Iowa Cubs,PCL,AAA,DH,5,5,0.0,0,0,0,0,0,,.000
,Iowa Cubs,INT,AAA,2B,36,30,266.0,138,44,90,4,26,,.971
,Iowa Cubs,INT,AAA,LF,5,3,30.2,7,7,0,0,0,,1.000
,Iowa Cubs,INT,AAA,CF,85,80,682.0,179,171,5,3,1,,.983
,Iowa Cubs,INT,AAA,RF,4,3,30.0,11,10,0,1,0,,.909
,Iowa Cubs,INT,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
,Tennessee Smokies,SOU,AA,2B,42,41,355.0,216,80,130,6,31,,.972
,Tennessee Smokies,SOU,AA,LF,7,6,55.0,16,15,0,1,0,,.938
,Tennessee Smokies,SOU,AA,CF,4,3,27.0,8,8,0,0,0,,1.000
,Tennessee Smokies,SOU,AA,RF,7,7,59.1,12,8,1,3,0,,.750
,Tennessee Smokies,SOU,AA,DH,5,5,0.0,0,0,0,0,0,,.000
,Myrtle Beach Pelicans,CAR,A+,2B,50,50,425.2,209,83,119,7,27,,.967
,Myrtle Beach Pelicans,CAR,A+,LF,6,6,55.0,11,11,0,0,0,,1.000
,Myrtle Beach Pelicans,CAR,A+,DH,13,13,0.0,0,0,0,0,0,,.000
,South Bend Cubs,MID,A,LF,14,14,123.0,30,29,1,0,1,,1.000
,South Bend Cubs,MID,A,CF,7,7,62.0,20,20,0,0,0,,1.000
,South Bend Cubs,MID,A,RF,12,11,96.2,23,22,0,1,0,,.957
,South Bend Cubs,MID,A,DH,6,6,0.0,0,0,0,0,0,,.000
,Eugene Emeralds,NWL,A(Short),CF,28,28,248.0,45,43,2,0,0,,1.000
,Eugene Emeralds,NWL,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,2B,128,121,1046.2,563,207,339,17,84,,.970
,4 Teams,,Minors,LF,32,29,263.2,64,62,1,1,1,,.984
,4 Teams,,Minors,CF,124,118,1019.0,252,242,7,3,1,,.988
,3 Teams,,Minors,RF,23,21,186.0,46,40,1,5,0,,.891
Career Minors,5 Teams,,,DH,31,31,0.0,0,0,0,0,0,,.000
