Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2017,CHC,NL,2B,44,28,260.1,120,39,79,2,13,,.983
2017,CHC,NL,3B,4,1,17.0,8,3,5,0,2,,1.000
2017,CHC,NL,LF,29,11,113.0,15,14,1,0,0,,1.000
2017,CHC,NL,CF,54,41,346.2,82,77,3,2,0,,.976
2017,CHC,NL,RF,14,8,73.0,9,9,0,0,0,,1.000
2018,CHC,NL,P,1,0,1.0,0,0,0,0,0,,.000
2018,CHC,NL,1B,2,2,14.0,14,10,4,0,2,,1.000
2018,CHC,NL,2B,2,0,3.0,0,0,0,0,0,,.000
2018,CHC,NL,3B,20,12,113.0,32,9,21,2,1,,.938
2018,CHC,NL,LF,59,27,276.0,50,44,5,1,0,,.980
2018,CHC,NL,CF,63,49,403.2,88,86,1,1,0,,.989
2018,CHC,NL,RF,24,12,122.1,34,34,0,0,0,,1.000
2019,CHC,NL,1B,7,3,41.0,45,43,2,0,5,,1.000
2019,CHC,NL,2B,13,9,82.2,33,14,18,1,3,,.970
2019,CHC,NL,3B,8,5,54.0,22,6,15,1,1,,.955
2019,CHC,NL,LF,15,3,44.0,8,8,0,0,0,,1.000
2019,CHC,NL,CF,13,7,64.1,22,22,0,0,0,,1.000
2019,CHC,NL,RF,8,1,17.2,6,5,1,0,0,,1.000
2020,CHC,NL,1B,2,0,6.0,5,5,0,0,0,,1.000
2020,CHC,NL,LF,28,2,60.2,10,10,0,0,0,,1.000
2020,CHC,NL,CF,51,49,360.2,76,73,3,0,1,,1.000
2020,CHC,NL,RF,7,2,25.0,5,4,0,1,0,,.800
2020,CHC,NL,DH,1,0,0.0,0,0,0,0,0,,.000
2021,CHC,NL,2B,8,4,34.2,12,4,7,1,0,,.917
2021,CHC,NL,3B,2,0,1.1,0,0,0,0,0,,.000
2021,CHC,NL,LF,65,52,459.1,94,91,3,0,0,,1.000
2021,CHC,NL,CF,56,52,438.2,98,97,1,0,0,,1.000
2021,CHC,NL,RF,16,11,94.2,17,17,0,0,0,,1.000
2021,CHC,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2022,CHC,NL,LF,146,142,1233.1,285,274,8,3,1,,.989
2022,CHC,NL,CF,3,1,12.0,3,3,0,0,0,,1.000
2022,CHC,NL,DH,10,9,0.0,0,0,0,0,0,,.000
6 Seasons,CHC,NL,P,1,0,1.0,0,0,0,0,0,,.000
,CHC,NL,1B,11,5,61.0,64,58,6,0,7,,1.000
,CHC,NL,2B,67,41,380.2,165,57,104,4,16,,.976
,CHC,NL,3B,34,18,185.1,62,18,41,3,4,,.952
,CHC,NL,LF,342,237,2186.1,462,441,17,4,1,,.991
,CHC,NL,CF,240,199,1626.0,369,358,8,3,1,,.992
,CHC,NL,RF,69,34,332.2,71,69,1,1,0,,.986
,CHC,NL,DH,12,10,0.0,0,0,0,0,0,,.000
