Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Tampa Bay Rays,MLB,vs Left,,,,23,,,25.0,101,19,,,3,6,26,1.00
Tampa Bay Rays,MLB,vs Right,,,,28,,,140.1,540,97,,,16,32,168,0.92
