Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Tampa Bay Rays,MLB,First Inning,,,2.57,28,,,28.0,104,20,8,8,4,2,29,0.79
Tampa Bay Rays,MLB,Second Inning,,,2.57,28,,,28.0,115,21,9,8,3,9,37,1.07
Tampa Bay Rays,MLB,Third Inning,,,4.82,28,,,28.0,114,24,15,15,5,10,34,1.21
Tampa Bay Rays,MLB,Fourth Inning,,,0.32,28,,,28.0,99,12,1,1,1,5,39,0.61
Tampa Bay Rays,MLB,Fifth Inning,,,3.20,28,,,25.1,103,20,12,9,4,8,27,1.11
Tampa Bay Rays,MLB,Sixth Inning,,,1.86,21,,,19.1,75,17,5,4,2,4,18,1.09
Tampa Bay Rays,MLB,Seventh Inning,,,2.08,10,,,8.2,28,2,2,2,0,0,9,0.23
Tampa Bay Rays,MLB,Eighth Inning,,,0.00,1,,,1.0,3,0,0,0,0,0,1,0.00
