BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Moore, DSS",4,1,1,0,0,0,3,.220,.744
WinkerLF,4,1,1,0,0,1,1,.219,.681
Santana1B,4,2,2,1,0,0,0,.196,.688
TorrensC,3,1,0,0,1,1,1,.218,.546
KelenicCF,2,0,0,0,2,1,2,.152,.570
HaggertyRF,3,0,1,3,0,1,1,.253,.729
Frazier2B,4,0,1,0,0,2,3,.235,.607
Toro3B,3,0,0,0,0,2,3,.181,.553
O'KeefeDH,2,0,1,0,1,1,0,.500,1.167
,29,5,7,4,4,9,14,,
