BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Albies2B,3,0,1,0,1,0,0,.250,.845
Olson1B,4,0,0,0,0,1,1,.391,1.157
Riley3B,3,1,2,1,1,1,0,.333,1.151
OzunaLF,4,0,0,0,0,0,2,.321,.976
"Rosario, ERF",3,0,0,0,0,1,0,.050,.224
DuvallCF,2,0,0,0,0,2,0,.240,.625
SwansonSS,3,0,0,0,0,1,1,.160,.490
"Dickerson, ADH",1,0,0,0,1,0,0,.000,.167
a-HerediaPH-DH,1,0,0,0,0,1,0,.143,.536
PiñaC,3,0,0,0,0,1,2,.000,.000
,27,1,3,1,3,8,6,,
