Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Lehigh Valley IronPigs,Triple-A,No Outs,,,,2,,,3.2,13,2,,,0,0,3,0.55
Lehigh Valley IronPigs,Triple-A,One Out,,,,2,,,3.1,11,1,,,0,0,3,0.30
Lehigh Valley IronPigs,Triple-A,Two Outs,,,,2,,,3.0,13,3,,,0,1,4,1.33
