Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,PHI,NL,P,13,13,77.2,15,5,10,0,0,,1.000
2016,PHI,NL,P,20,20,111.0,29,7,21,1,0,,.966
2017,PHI,NL,P,27,27,168.0,30,9,21,0,1,,1.000
2018,PHI,NL,P,33,33,212.1,36,9,26,1,3,,.972
2019,PHI,NL,P,34,34,202.1,36,9,27,0,3,,1.000
2020,PHI,NL,P,12,12,71.1,9,5,4,0,0,,1.000
2021,PHI,NL,P,32,32,180.2,26,16,8,2,0,,.923
2022,PHI,NL,P,32,32,205.0,25,9,14,2,0,,.920
8 Seasons,PHI,NL,P,203,203,1228.1,206,69,131,6,7,,.971
