,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2018,TEX,AL,111,396,356,43,93,18,2,4,34,28,62,7,5,6,.261,.325,.357,.682
,2019,TEX,AL,65,222,202,23,48,12,1,1,21,14,49,3,0,4,.238,.299,.322,.621
,2020,TEX,AL,58,228,211,28,59,4,3,3,10,14,32,8,5,2,.280,.329,.370,.699
,2021,TEX,AL,158,677,635,74,172,25,3,8,53,28,90,20,5,11,.271,.312,.357,.669
,2022,NYY,AL,142,531,483,66,126,20,0,4,48,35,72,22,4,5,.261,.314,.327,.641
,5 Seasons,2 Teams,,534,2054,1887,234,498,79,9,20,166,119,305,60,19,28,.264,.316,.347,.663
