BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Greene, RCF",4,0,1,0,0,2,1,.259,.706
"Reyes, VRF",3,0,0,0,1,2,1,.283,.677
"Báez, JSS",4,0,0,0,0,3,2,.216,.627
"Cabrera, MDH",2,0,0,0,1,1,0,.285,.670
"Castro, H1B",4,0,1,0,0,0,2,.280,.726
Schoop2B,4,0,1,0,0,3,3,.213,.562
Candelario3B,3,0,1,0,0,1,2,.198,.590
BarnhartC,3,0,1,0,0,0,2,.209,.513
BaddooLF,3,0,0,0,0,0,1,.132,.383
,30,0,5,0,2,12,14,,
