BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,5,1,3,3,0,0,0,.325,.923
Goldschmidt1B,5,1,1,0,0,1,2,.275,.750
Arenado3B,3,1,0,0,2,0,1,.348,1.100
O'NeillLF,5,0,2,2,0,3,1,.213,.630
YepezDH,4,0,2,1,0,1,0,.571,1.428
BaderCF,4,0,0,0,0,0,4,.222,.606
MolinaC,4,2,2,1,0,0,0,.228,.526
CarlsonRF,4,2,2,0,0,1,0,.200,.538
DeJongSS,4,0,0,0,0,1,3,.119,.420
,38,7,12,7,2,7,11,,
