BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,0,0,0,0,4,.190,.646
"Freeman, F1B",3,1,1,0,1,1,2,.328,.925
TurnerSS,2,1,1,0,2,1,1,.284,.732
"Turner, JDH",4,0,1,0,0,1,4,.206,.511
Muncy3B,2,1,1,0,2,0,1,.161,.659
"Smith, W.D.C",3,0,1,3,1,0,4,.256,.825
BellingerCF,4,0,0,0,0,1,2,.238,.802
"Taylor, ChLF",4,0,2,0,0,1,0,.308,.810
Lux2B,2,0,1,0,0,0,0,.262,.778
a-AlbertoPH-2B,2,0,1,0,0,0,0,.267,.534
,30,3,9,3,6,5,18,,
