BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,4,1,2,0,0,2,0,.248,.714
VerdugoRF,4,1,2,0,0,0,0,.284,.732
MartinezDH,4,0,1,2,0,3,1,.275,.766
Devers3B,4,1,0,0,0,1,2,.297,.903
BogaertsSS,3,0,0,0,0,1,1,.299,.815
Story2B,3,1,1,0,0,1,0,.223,.713
"Hernández, KCF",2,1,1,1,1,0,0,.219,.637
Dalbec1B,3,0,1,2,0,1,0,.208,.643
PlaweckiC,3,0,0,0,0,2,2,.204,.542
,30,5,8,5,1,11,6,,
