Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Nashville Sounds,Triple-A,First Inning,3,3,3,1,0,0,0,0,0,0,0,0,0,.333,.333,.333,.666
Stockton Ports,Class A Advanced,First Inning,5,4,0,1,1,0,0,1,0,0,0,0,0,.250,.200,.500,.700
Nashville Sounds,Triple-A,Second Inning,2,2,1,1,0,0,1,1,0,0,0,0,0,.500,.500,2.000,2.500
Stockton Ports,Class A Advanced,Second Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Nashville Sounds,Triple-A,Third Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Stockton Ports,Class A Advanced,Third Inning,3,2,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000,.000
Stockton Ports,Class A Advanced,Fourth Inning,1,1,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
Nashville Sounds,Triple-A,Fifth Inning,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Stockton Ports,Class A Advanced,Fifth Inning,4,4,1,2,0,0,0,1,0,0,0,0,0,.500,.500,.500,1.000
Stockton Ports,Class A Advanced,Sixth Inning,2,2,1,1,0,0,1,1,0,1,0,0,0,.500,.500,2.000,2.500
Nashville Sounds,Triple-A,Seventh Inning,3,3,0,1,0,0,0,0,0,1,0,0,0,.333,.333,.333,.666
Stockton Ports,Class A Advanced,Seventh Inning,2,2,0,1,1,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500
Stockton Ports,Class A Advanced,Eighth Inning,2,1,0,0,0,0,0,1,0,1,0,0,0,.000,.000,.000,.000
Nashville Sounds,Triple-A,Ninth Inning,3,2,0,1,0,0,0,2,1,0,0,0,0,.500,.667,.500,1.167
