Year,Pitch Type,#,%,PA,AB,H,1B,2B,3B,HR,SO,BBE,BA,XBA,SLG,XSLG,WOBA,XWOBA,EV,LA,Whiff%,PutAway%
2022,Fastballs,"1,216",55.4,311,264,65,40,10,2,13,62,205,.246,.273,.447,.481,.349,.376,92.9,17,24.3,18.6
2022,Breaking,599,27.3,125,111,21,11,5,1,4,48,66,.189,.167,.360,.297,.268,.247,86.2,14,35.8,22.4
2022,Offspeed,380,17.3,97,85,14,7,6,0,1,21,65,.165,.218,.271,.339,.242,.299,88.4,10,27.9,17.5
