,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2022,KC,AL,129,534,460,57,100,21,3,18,62,66,131,2,3,1,.217,.313,.393,.706
,1 Season,KC,AL,129,534,460,57,100,21,3,18,62,66,131,2,3,1,.217,.313,.393,.706
