Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2017,AZL Royals,AZL,ROK,C,30,30,253.0,253,229,20,4,0,,.984
2017,AZL Royals,AZL,ROK,DH,17,17,0.0,0,0,0,0,0,,.000
2018,Lexington Legends,SAL,A(Full),C,73,71,616.1,681,609,59,13,4,,.981
2018,Lexington Legends,SAL,A(Full),DH,40,40,0.0,0,0,0,0,0,,.000
2019,Wilmington Blue Rocks,CAR,A(Adv),C,71,71,613.2,659,579,74,6,2,,.991
2019,Wilmington Blue Rocks,CAR,A(Adv),DH,39,39,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,DH,33,33,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,C,81,80,685.1,834,773,48,13,4,,.984
2021,2 Teams,,Minors,DH,33,33,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,C,81,80,685.1,834,773,48,13,4,,.984
2021,2 Teams,,Minors,DH,33,33,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,C,81,80,685.1,834,773,48,13,4,,.984
2021,Northwest Arkansas Naturals,TEX,AA,C,52,52,442.1,544,499,35,10,2,,.982
2021,Northwest Arkansas Naturals,TEX,AA,DH,27,27,0.0,0,0,0,0,0,,.000
2021,Omaha Storm Chasers,INT,AAA,C,29,28,243.0,290,274,13,3,2,,.990
2021,Omaha Storm Chasers,INT,AAA,3B,9,9,80.0,25,9,14,2,1,,.920
2021,Omaha Storm Chasers,INT,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
2022,Omaha Storm Chasers,INT,AAA,C,15,15,128.1,132,125,5,2,1,,.985
2022,Omaha Storm Chasers,INT,AAA,RF,2,2,19.0,8,7,1,0,0,,1.000
2022,Omaha Storm Chasers,INT,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
,ACL Royals,AZL,ROK,C,30,30,253.0,253,229,20,4,0,,.984
,ACL Royals,AZL,ROK,DH,17,17,0.0,0,0,0,0,0,,.000
,Omaha Storm Chasers,INT,AAA,C,44,43,371.1,422,399,18,5,3,,.988
,Omaha Storm Chasers,INT,AAA,3B,9,9,80.0,25,9,14,2,1,,.920
,Omaha Storm Chasers,INT,AAA,RF,2,2,19.0,8,7,1,0,0,,1.000
,Omaha Storm Chasers,INT,AAA,DH,10,10,0.0,0,0,0,0,0,,.000
,Northwest Arkansas Naturals,TEX,AA,C,52,52,442.1,544,499,35,10,2,,.982
,Northwest Arkansas Naturals,TEX,AA,DH,27,27,0.0,0,0,0,0,0,,.000
,Wilmington Blue Rocks,SAL,A+,C,71,71,613.2,659,579,74,6,2,,.991
,Wilmington Blue Rocks,SAL,A+,DH,39,39,0.0,0,0,0,0,0,,.000
,Lexington Legends,ALPB,A,C,73,71,616.1,681,609,59,13,4,,.981
,Lexington Legends,ALPB,A,DH,40,40,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,C,270,267,2296.2,2559,2315,206,38,11,,.985
,1 Teams,,Minors,3B,9,9,80.0,25,9,14,2,1,,.920
,1 Teams,,Minors,RF,2,2,19.0,8,7,1,0,0,,1.000
,5 Teams,,Minors,DH,133,133,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,C,270,267,2296.2,2559,2315,206,38,11,,.985
,1 Teams,,Minors,3B,9,9,80.0,25,9,14,2,1,,.920
,1 Teams,,Minors,RF,2,2,19.0,8,7,1,0,0,,1.000
,5 Teams,,Minors,DH,133,133,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,C,270,267,2296.2,2559,2315,206,38,11,,.985
,1 Teams,,Minors,3B,9,9,80.0,25,9,14,2,1,,.920
,1 Teams,,Minors,RF,2,2,19.0,8,7,1,0,0,,1.000
Career Minors,5 Teams,,,DH,133,133,0.0,0,0,0,0,0,,.000
