,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2018,STL,NL,32,58,50,11,13,1,0,4,10,6,19,2,1,2,.260,.362,.520,.882
,2019,TEX,AL,9,28,26,1,4,1,0,0,1,1,15,0,0,0,.154,.185,.192,.377
,2020,CHC,NL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,2021,CHC,NL,106,375,338,54,78,13,0,28,61,32,153,4,1,4,.231,.305,.518,.823
,2022,CHC,NL,134,534,469,67,97,28,0,25,66,53,183,8,4,9,.207,.298,.426,.724
,5 Seasons,3 Teams,,283,997,885,133,192,43,0,57,138,92,370,14,6,15,.217,.301,.459,.760
